+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------+-------------+-----+-------------------------------------+-----------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched  | patched-old | cnt |                 qid                 |   diff    | pct_diff |
+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------+-------------+-----+-------------------------------------+-----------+----------+
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | increase  | asc         | desc       | 4024288    | 11262.64 | 44254.19    | 6   | 25272,25412,25552,25273,25413,25553 | 32991.55  | 292.93   |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | asc         | desc       | 4524288    | 12967.91 | 38035.99    | 6   | 26117,26257,26397,26118,26258,26398 | 25068.08  | 193.31   |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | increase  | asc         | desc       | 4524288    | 12653.93 | 37101.17    | 6   | 25277,25417,25557,25278,25418,25558 | 24447.24  | 193.2    |
| 18  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | increase  | desc        | desc       | 4024288    | 20100.35 | 39924.68    | 6   | 26952,27092,27232,26953,27093,27233 | 19824.33  | 98.63    |
| 20  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | desc        | asc        | 3524288    | 19413.14 | 38103.58    | 6   | 30727,30867,31007,30728,30868,31008 | 18690.44  | 96.28    |
| 18  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | desc        | desc       | 3524288    | 17954.91 | 35345.47    | 6   | 27787,27927,28067,27788,27928,28068 | 17390.56  | 96.86    |
| 20  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | decrease  | desc        | asc        | 3024288    | 16429.82 | 32487.63    | 6   | 29882,30022,30162,29883,30023,30163 | 16057.81  | 97.74    |
| 18  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | desc        | desc       | 3024288    | 15267.48 | 30571.49    | 6   | 27782,27922,28062,27783,27923,28063 | 15304.01  | 100.24   |
| 19  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | asc         | asc        | 2524288    | 12715.93 | 25118.52    | 6   | 29037,29177,29317,29038,29178,29318 | 12402.59  | 97.54    |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | asc         | desc       | 2024288    | 11524.52 | 22248.29    | 6   | 26092,26232,26372,26093,26233,26373 | 10723.77  | 93.05    |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | increase  | asc         | desc       | 3524288    | 19905.79 | 28893.25    | 6   | 25267,25407,25547,25268,25408,25548 | 8987.46   | 45.15    |
| 19  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | decrease  | asc         | asc        | 3524288    | 17509.31 | 26344.65    | 6   | 28207,28347,28487,28208,28348,28488 | 8835.34   | 50.46    |
| 13  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | increase  | asc         | desc       | 4524288    | 10400.48 | 19145.31    | 6   | 19397,19537,19677,19398,19538,19678 | 8744.83   | 84.08    |
| 19  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | asc         | asc        | 3524288    | 26415.31 | 35059.39    | 6   | 29047,29187,29327,29048,29188,29328 | 8644.08   | 32.72    |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | asc         | desc       | 3024288    | 25012.77 | 33413.01    | 6   | 26102,26242,26382,26103,26243,26383 | 8400.24   | 33.58    |
| 20  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | decrease  | desc        | asc        | 1524288    | 8274.8   | 16381.07    | 6   | 29867,30007,30147,29868,30008,30148 | 8106.27   | 97.96    |
| 19  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | decrease  | asc         | asc        | 1524288    | 3826.94  | 11295.32    | 6   | 28187,28327,28467,28188,28328,28468 | 7468.38   | 195.15   |
| 19  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | decrease  | asc         | asc        | 3024288    | 15111.31 | 22565.44    | 6   | 28202,28342,28482,28203,28343,28483 | 7454.13   | 49.33    |
| 20  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | desc        | asc        | 2524288    | 14246.81 | 20760.56    | 6   | 30717,30857,30997,30718,30858,30998 | 6513.75   | 45.72    |
| 19  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | decrease  | asc         | asc        | 2524288    | 12510.01 | 18721.21    | 6   | 28197,28337,28477,28198,28338,28478 | 6211.2    | 49.65    |
| 13  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | increase  | asc         | desc       | 3024288    | 6792.73  | 12749.36    | 6   | 18542,18682,18822,18543,18683,18823 | 5956.63   | 87.69    |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | increase  | asc         | desc       | 2024288    | 11155.34 | 16694.58    | 6   | 25252,25392,25532,25253,25393,25533 | 5539.24   | 49.66    |
| 20  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | decrease  | desc        | asc        | 1024288    | 5584.35  | 11002.49    | 6   | 29862,30002,30142,29863,30003,30143 | 5418.14   | 97.02    |
| 18  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | desc        | desc       | 2024288    | 10268.8  | 15525.53    | 6   | 27772,27912,28052,27773,27913,28053 | 5256.73   | 51.19    |
| 19  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | asc         | asc        | 1024288    | 5148.84  | 10259.79    | 6   | 29022,29162,29302,29023,29163,29303 | 5110.95   | 99.26    |
| 15  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | decrease  | asc         | asc        | 3024288    | 3122.78  | 8072.19     | 6   | 22322,22462,22602,22323,22463,22603 | 4949.41   | 158.49   |
| 13  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | increase  | asc         | desc       | 2524288    | 3224.15  | 8138.14     | 6   | 18537,18677,18817,18538,18678,18818 | 4913.99   | 152.41   |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | increase  | asc         | desc       | 1524288    | 8424.8   | 12536.18    | 6   | 25247,25387,25527,25248,25388,25528 | 4111.38   | 48.8     |
| 15  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | decrease  | asc         | asc        | 4524288    | 8448.52  | 12120.56    | 6   | 22337,22477,22617,22338,22478,22618 | 3672.04   | 43.46    |
| 14  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | increase  | desc        | desc       | 4024288    | 4092.32  | 7363.24     | 6   | 20232,20372,20512,20233,20373,20513 | 3270.92   | 79.93    |
| 14  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | increase  | desc        | desc       | 4024288    | 4166.19  | 7427.11     | 6   | 21072,21212,21352,21073,21213,21353 | 3260.92   | 78.27    |
| 13  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | increase  | asc         | desc       | 3024288    | 4068.89  | 7084.04     | 6   | 19382,19522,19662,19383,19523,19663 | 3015.15   | 74.1     |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | increase  | asc         | desc       | 524288     | 2911.21  | 5802.44     | 6   | 25237,25377,25517,25238,25378,25518 | 2891.23   | 99.31    |
| 18  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | increase  | desc        | desc       | 1024288    | 7834.6   | 10517.32    | 6   | 26922,27062,27202,26923,27063,27203 | 2682.72   | 34.24    |
| 14  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | increase  | desc        | desc       | 3024288    | 3134.27  | 5619.65     | 6   | 21062,21202,21342,21063,21203,21343 | 2485.38   | 79.3     |
| 14  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | increase  | desc        | desc       | 3024288    | 5546.49  | 8014.12     | 6   | 20222,20362,20502,20223,20363,20503 | 2467.63   | 44.49    |
