+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+-------------+---------------+-----+-------------------------------------+-----------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-old | patched-munro | cnt |                 qid                 |   diff    | pct_diff |
+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+-------------+---------------+-----+-------------------------------------+-----------+----------+
| 19  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | asc         | desc       | 4524288    | 6995.01     | 7958.59       | 6   | 29478,29618,29758,29480,29620,29760 | 963.58    | 13.78    |
| 19  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | asc         | desc       | 3524288    | 5510.0      | 6243.33       | 6   | 29468,29608,29748,29470,29610,29750 | 733.33    | 13.31    |
| 5   | 60         | 10000000 | 625000    | 156250   | 1       | 128   | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 565536     | 19799.84    | 20480.36      | 6   | 6498,6623,6748,6500,6625,6750       | 680.52    | 3.44     |
| 18  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | desc        | asc        | 3024288    | 4684.39     | 5317.37       | 6   | 27363,27503,27643,27365,27505,27645 | 632.98    | 13.51    |
| 18  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | desc        | asc        | 4024288    | 6548.78     | 7134.44       | 6   | 27373,27513,27653,27375,27515,27655 | 585.66    | 8.94     |
| 19  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | asc         | desc       | 4024288    | 6517.7      | 7062.5        | 6   | 29473,29613,29753,29475,29615,29755 | 544.8     | 8.36     |
| 13  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | increase  | asc         | asc        | 4024288    | 1213.47     | 1741.4        | 6   | 18973,19113,19253,18975,19115,19255 | 527.93    | 43.51    |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | asc         | asc        | 3024288    | 1653.77     | 2164.71       | 6   | 25683,25823,25963,25685,25825,25965 | 510.94    | 30.9     |
| 19  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | decrease  | asc         | desc       | 4524288    | 7191.92     | 7688.23       | 6   | 28638,28778,28918,28640,28780,28920 | 496.31    | 6.9      |
| 19  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | decrease  | asc         | desc       | 3524288    | 5435.4      | 5927.24       | 6   | 28628,28768,28908,28630,28770,28910 | 491.84    | 9.05     |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | asc         | asc        | 4524288    | 2712.28     | 3168.16       | 6   | 25698,25838,25978,25700,25840,25980 | 455.88    | 16.81    |
| 8   | 60         | 10000000 | 625000    | 156250   | 1       | 128   | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 440536     | 714.17      | 1165.95       | 6   | 10988,11113,11238,10990,11115,11240 | 451.78    | 63.26    |
| 13  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | increase  | asc         | asc        | 4524288    | 1349.29     | 1796.33       | 6   | 18138,18278,18418,18140,18280,18420 | 447.04    | 33.13    |
| 18  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | desc        | asc        | 2024288    | 3136.08     | 3578.57       | 6   | 27353,27493,27633,27355,27495,27635 | 442.49    | 14.11    |
| 15  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | decrease  | asc         | desc       | 4524288    | 5026.94     | 5469.38       | 6   | 22758,22898,23038,22760,22900,23040 | 442.44    | 8.8      |
| 16  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | decrease  | desc        | desc       | 3024288    | 770.92      | 1211.79       | 6   | 23583,23723,23863,23585,23725,23865 | 440.87    | 57.19    |
| 16  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | decrease  | desc        | desc       | 4024288    | 1244.02     | 1679.01       | 6   | 24433,24573,24713,24435,24575,24715 | 434.99    | 34.97    |
| 19  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | decrease  | asc         | desc       | 4024288    | 6403.92     | 6837.33       | 6   | 28633,28773,28913,28635,28775,28915 | 433.41    | 6.77     |
| 19  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | asc         | desc       | 3024288    | 4912.07     | 5320.31       | 6   | 29463,29603,29743,29465,29605,29745 | 408.24    | 8.31     |
| 10  | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 503036     | 10876.41    | 11277.14      | 6   | 13993,14118,14243,13995,14120,14245 | 400.73    | 3.68     |
| 19  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | asc         | desc       | 2524288    | 4113.38     | 4473.7        | 6   | 29458,29598,29738,29460,29600,29740 | 360.32    | 8.76     |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | increase  | asc         | asc        | 4024288    | 2188.91     | 2544.21       | 6   | 24853,24993,25133,24855,24995,25135 | 355.3     | 16.23    |
| 18  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | desc        | asc        | 2524288    | 4095.85     | 4450.92       | 6   | 27358,27498,27638,27360,27500,27640 | 355.07    | 8.67     |
| 13  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | increase  | asc         | asc        | 3024288    | 942.57      | 1293.69       | 6   | 18963,19103,19243,18965,19105,19245 | 351.12    | 37.25    |
| 18  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | increase  | desc        | asc        | 4024288    | 6390.56     | 6736.29       | 6   | 26533,26673,26813,26535,26675,26815 | 345.73    | 5.41     |
| 5   | 60         | 10000000 | 625000    | 156250   | 1       | 128   | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 190536     | 6715.59     | 7058.85       | 6   | 6468,6593,6718,6470,6595,6720       | 343.26    | 5.11     |
| 16  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | decrease  | desc        | desc       | 4024288    | 1208.56     | 1550.05       | 6   | 23593,23733,23873,23595,23735,23875 | 341.49    | 28.26    |
| 19  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | asc         | desc       | 1524288    | 2399.44     | 2727.33       | 6   | 29448,29588,29728,29450,29590,29730 | 327.89    | 13.67    |
| 11  | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 503036     | 10931.02    | 11256.47      | 6   | 15868,15993,16118,15870,15995,16120 | 325.45    | 2.98     |
| 20  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | desc        | desc       | 2024288    | 1119.23     | 1429.95       | 6   | 31133,31273,31413,31135,31275,31415 | 310.72    | 27.76    |
| 18  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | increase  | desc        | asc        | 4524288    | 7237.16     | 7546.14       | 6   | 26538,26678,26818,26540,26680,26820 | 308.98    | 4.27     |
| 7   | 60         | 10000000 | 625000    | 156250   | 1       | 128   | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 253036     | 7688.59     | 7993.18       | 6   | 9098,9223,9348,9100,9225,9350       | 304.59    | 3.96     |
| 15  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | decrease  | asc         | desc       | 3024288    | 3368.42     | 3668.38       | 6   | 22743,22883,23023,22745,22885,23025 | 299.96    | 8.91     |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | increase  | asc         | asc        | 3024288    | 1617.36     | 1913.01       | 6   | 24843,24983,25123,24845,24985,25125 | 295.65    | 18.28    |
| 13  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | increase  | asc         | asc        | 3024288    | 913.99      | 1205.97       | 6   | 18123,18263,18403,18125,18265,18405 | 291.98    | 31.95    |
| 18  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | increase  | desc        | asc        | 3524288    | 5584.96     | 5870.33       | 6   | 26528,26668,26808,26530,26670,26810 | 285.37    | 5.11     |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | increase  | asc         | asc        | 4524288    | 2564.62     | 2849.11       | 6   | 24858,24998,25138,24860,25000,25140 | 284.49    | 11.09    |
| 19  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | decrease  | asc         | desc       | 2024288    | 3138.2      | 3419.77       | 6   | 28613,28753,28893,28615,28755,28895 | 281.57    | 8.97     |
| 14  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | increase  | desc        | asc        | 3524288    | 3885.99     | 4164.96       | 6   | 19808,19948,20088,19810,19950,20090 | 278.97    | 7.18     |
| 16  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1524288    | 384.35      | 662.16        | 6   | 24408,24548,24688,24410,24550,24690 | 277.81    | 72.28    |
| 13  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | increase  | asc         | asc        | 2524288    | 792.56      | 1066.79       | 6   | 18958,19098,19238,18960,19100,19240 | 274.23    | 34.6     |
| 19  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | asc         | desc       | 2024288    | 3290.01     | 3555.33       | 6   | 29453,29593,29733,29455,29595,29735 | 265.32    | 8.06     |
| 15  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | decrease  | asc         | desc       | 4024288    | 4685.44     | 4948.78       | 6   | 22753,22893,23033,22755,22895,23035 | 263.34    | 5.62     |
| 14  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | increase  | desc        | asc        | 3024288    | 3305.53     | 3564.4        | 6   | 19803,19943,20083,19805,19945,20085 | 258.87    | 7.83     |
| 18  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | increase  | desc        | asc        | 2024288    | 3153.01     | 3409.53       | 6   | 26513,26653,26793,26515,26655,26795 | 256.52    | 8.14     |
| 18  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | desc        | asc        | 4524288    | 7686.67     | 7933.81       | 6   | 27378,27518,27658,27380,27520,27660 | 247.14    | 3.22     |
| 20  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | desc        | desc       | 2524288    | 1515.06     | 1758.95       | 6   | 31138,31278,31418,31140,31280,31420 | 243.89    | 16.1     |
| 20  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1524288    | 848.54      | 1091.06       | 6   | 31128,31268,31408,31130,31270,31410 | 242.52    | 28.58    |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | asc         | asc        | 1524288    | 850.34      | 1080.87       | 6   | 25668,25808,25948,25670,25810,25950 | 230.53    | 27.11    |
| 20  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | desc        | desc       | 4524288    | 2961.88     | 3188.95       | 6   | 31158,31298,31438,31160,31300,31440 | 227.07    | 7.67     |
| 16  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | decrease  | desc        | desc       | 4524288    | 1708.8      | 1933.85       | 6   | 24438,24578,24718,24440,24580,24720 | 225.05    | 13.17    |
| 20  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | desc        | desc       | 4024288    | 2654.33     | 2878.18       | 6   | 31153,31293,31433,31155,31295,31435 | 223.85    | 8.43     |
| 18  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | desc        | asc        | 3524288    | 5947.96     | 6169.74       | 6   | 27368,27508,27648,27370,27510,27650 | 221.78    | 3.73     |
| 18  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | desc        | asc        | 1524288    | 2475.41     | 2696.93       | 6   | 27348,27488,27628,27350,27490,27630 | 221.52    | 8.95     |
| 16  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | decrease  | desc        | desc       | 2024288    | 632.33      | 853.22        | 6   | 24413,24553,24693,24415,24555,24695 | 220.89    | 34.93    |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | asc         | asc        | 4024288    | 2603.46     | 2823.45       | 6   | 25693,25833,25973,25695,25835,25975 | 219.99    | 8.45     |
| 19  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | decrease  | asc         | desc       | 3024288    | 4845.74     | 5065.4        | 6   | 28623,28763,28903,28625,28765,28905 | 219.66    | 4.53     |
| 20  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | decrease  | desc        | desc       | 4024288    | 2325.24     | 2543.56       | 6   | 30313,30453,30593,30315,30455,30595 | 218.32    | 9.39     |
| 14  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | increase  | desc        | asc        | 4524288    | 5241.16     | 5452.22       | 6   | 20658,20798,20938,20660,20800,20940 | 211.06    | 4.03     |
| 6   | 60         | 10000000 | 625000    | 156250   | 1       | 128   | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 440536     | 13387.85    | 13597.0       | 6   | 8738,8863,8988,8740,8865,8990       | 209.15    | 1.56     |
| 6   | 60         | 10000000 | 625000    | 156250   | 1       | 128   | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 503036     | 3981.99     | 4190.62       | 6   | 7618,7743,7868,7620,7745,7870       | 208.63    | 5.24     |
| 14  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | increase  | desc        | asc        | 2024288    | 2257.44     | 2457.54       | 6   | 20633,20773,20913,20635,20775,20915 | 200.1     | 8.86     |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | asc         | asc        | 2024288    | 1220.53     | 1419.24       | 6   | 25673,25813,25953,25675,25815,25955 | 198.71    | 16.28    |
| 14  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | increase  | desc        | asc        | 3524288    | 4073.48     | 4271.4        | 6   | 20648,20788,20928,20650,20790,20930 | 197.92    | 4.86     |
| 16  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | decrease  | desc        | desc       | 3524288    | 1351.92     | 1545.36       | 6   | 24428,24568,24708,24430,24570,24710 | 193.44    | 14.31    |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | increase  | asc         | asc        | 3524288    | 2029.84     | 2219.57       | 6   | 24848,24988,25128,24850,24990,25130 | 189.73    | 9.35     |
| 10  | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 440536     | 9544.36     | 9732.04       | 6   | 13988,14113,14238,13990,14115,14240 | 187.68    | 1.97     |
| 18  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | increase  | desc        | asc        | 2524288    | 4052.49     | 4238.55       | 6   | 26518,26658,26798,26520,26660,26800 | 186.06    | 4.59     |
| 15  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | decrease  | asc         | desc       | 4524288    | 5151.51     | 5337.35       | 6   | 21918,22058,22198,21920,22060,22200 | 185.84    | 3.61     |
| 13  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | increase  | asc         | asc        | 3524288    | 1200.98     | 1380.89       | 6   | 18128,18268,18408,18130,18270,18410 | 179.91    | 14.98    |
| 20  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | desc        | desc       | 3524288    | 2295.66     | 2473.94       | 6   | 31148,31288,31428,31150,31290,31430 | 178.28    | 7.77     |
| 14  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | increase  | desc        | asc        | 2524288    | 2793.18     | 2969.55       | 6   | 19798,19938,20078,19800,19940,20080 | 176.37    | 6.31     |
| 6   | 60         | 10000000 | 625000    | 156250   | 1       | 128   | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 253036     | 2027.55     | 2199.52       | 6   | 7598,7723,7848,7600,7725,7850       | 171.97    | 8.48     |
| 16  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | decrease  | desc        | desc       | 4524288    | 1570.99     | 1740.71       | 6   | 23598,23738,23878,23600,23740,23880 | 169.72    | 10.8     |
| 13  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | increase  | asc         | asc        | 4024288    | 1408.22     | 1566.98       | 6   | 18133,18273,18413,18135,18275,18415 | 158.76    | 11.27    |
| 8   | 60         | 10000000 | 625000    | 156250   | 1       | 128   | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 378036     | 13331.22    | 13488.78      | 6   | 11358,11483,11608,11360,11485,11610 | 157.56    | 1.18     |
| 18  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | desc        | asc        | 1024288    | 1667.8      | 1825.24       | 6   | 27343,27483,27623,27345,27485,27625 | 157.44    | 9.44     |
| 11  | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 378036     | 8275.75     | 8432.09       | 6   | 15858,15983,16108,15860,15985,16110 | 156.34    | 1.89     |
| 4   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 440536     | 5292.38     | 5447.35       | 6   | 4613,4738,4863,4615,4740,4865       | 154.97    | 2.93     |
| 9   | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 378036     | 6619.81     | 6772.02       | 6   | 12483,12608,12733,12485,12610,12735 | 152.21    | 2.3      |
| 20  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | decrease  | desc        | desc       | 3024288    | 1754.31     | 1904.56       | 6   | 30303,30443,30583,30305,30445,30585 | 150.25    | 8.56     |
| 20  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | decrease  | desc        | desc       | 2524288    | 1451.69     | 1601.09       | 6   | 30298,30438,30578,30300,30440,30580 | 149.4     | 10.29    |
| 11  | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 378036     | 8090.91     | 8237.35       | 6   | 15108,15233,15358,15110,15235,15360 | 146.44    | 1.81     |
| 8   | 60         | 10000000 | 625000    | 156250   | 1       | 128   | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 190536     | 315.48      | 458.58        | 6   | 10968,11093,11218,10970,11095,11220 | 143.1     | 45.36    |
| 14  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | increase  | desc        | asc        | 4524288    | 5154.72     | 5294.16       | 6   | 19818,19958,20098,19820,19960,20100 | 139.44    | 2.71     |
| 19  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | asc         | desc       | 1024288    | 1687.17     | 1824.03       | 6   | 29443,29583,29723,29445,29585,29725 | 136.86    | 8.11     |
| 3   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 378036     | 4735.3      | 4871.01       | 6   | 3483,3608,3733,3485,3610,3735       | 135.71    | 2.87     |
| 14  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | increase  | desc        | asc        | 4024288    | 4916.45     | 5050.31       | 6   | 20653,20793,20933,20655,20795,20935 | 133.86    | 2.72     |
| 15  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | decrease  | asc         | desc       | 2524288    | 2885.94     | 3014.33       | 6   | 21898,22038,22178,21900,22040,22180 | 128.39    | 4.45     |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | increase  | asc         | asc        | 2524288    | 1482.23     | 1610.15       | 6   | 24838,24978,25118,24840,24980,25120 | 127.92    | 8.63     |
| 8   | 60         | 10000000 | 625000    | 156250   | 1       | 128   | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 190536     | 6736.8      | 6863.76       | 6   | 11343,11468,11593,11345,11470,11595 | 126.96    | 1.88     |
| 14  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | increase  | desc        | asc        | 2524288    | 2951.53     | 3076.0        | 6   | 20638,20778,20918,20640,20780,20920 | 124.47    | 4.22     |
| 7   | 60         | 10000000 | 625000    | 156250   | 1       | 128   | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 565536     | 4514.97     | 4638.52       | 6   | 10248,10373,10498,10250,10375,10500 | 123.55    | 2.74     |
| 16  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | decrease  | desc        | desc       | 1024288    | 329.74      | 448.06        | 6   | 23563,23703,23843,23565,23705,23845 | 118.32    | 35.88    |
| 14  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | increase  | desc        | asc        | 1524288    | 1710.64     | 1824.96       | 6   | 19788,19928,20068,19790,19930,20070 | 114.32    | 6.68     |
| 6   | 60         | 10000000 | 625000    | 156250   | 1       | 128   | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 378036     | 3049.21     | 3162.65       | 6   | 7608,7733,7858,7610,7735,7860       | 113.44    | 3.72     |
| 20  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | desc        | desc       | 3024288    | 2005.47     | 2116.45       | 6   | 31143,31283,31423,31145,31285,31425 | 110.98    | 5.53     |
