+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+-------------+----------+-----+-------------------------------------+----------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-old |  master  | cnt |                 qid                 |   diff   | pct_diff |
+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+-------------+----------+-----+-------------------------------------+----------+----------+
| 9   | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 565536     | 10050.73    | 53683.28 | 6   | 13248,13373,13498,13246,13371,13496 | 43632.55 | 434.12   |
| 12  | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 565536     | 10134.5     | 53721.71 | 6   | 17373,17498,17623,17371,17496,17621 | 43587.21 | 430.09   |
| 9   | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 565536     | 9911.78     | 53471.26 | 6   | 12498,12623,12748,12496,12621,12746 | 43559.48 | 439.47   |
| 12  | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 565536     | 9826.94     | 53242.85 | 6   | 16623,16748,16873,16621,16746,16871 | 43415.91 | 441.8    |
| 12  | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 503036     | 8940.94     | 48282.46 | 6   | 17368,17493,17618,17366,17491,17616 | 39341.52 | 440.02   |
| 10  | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 565536     | 12175.61    | 50923.25 | 6   | 13998,14123,14248,13996,14121,14246 | 38747.64 | 318.24   |
| 11  | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 565536     | 12283.97    | 50926.45 | 6   | 15873,15998,16123,15871,15996,16121 | 38642.48 | 314.58   |
| 11  | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 565536     | 12129.84    | 50740.07 | 6   | 15123,15248,15373,15121,15246,15371 | 38610.23 | 318.31   |
| 10  | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 565536     | 12356.63    | 50947.9  | 6   | 14748,14873,14998,14746,14871,14996 | 38591.27 | 312.31   |
| 9   | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 503036     | 9196.25     | 47742.12 | 6   | 13243,13368,13493,13241,13366,13491 | 38545.87 | 419.15   |
| 12  | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 503036     | 8928.5      | 47273.14 | 6   | 16618,16743,16868,16616,16741,16866 | 38344.64 | 429.46   |
| 9   | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 503036     | 9028.0      | 47350.52 | 6   | 12493,12618,12743,12491,12616,12741 | 38322.52 | 424.49   |
| 11  | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 503036     | 10755.97    | 45103.53 | 6   | 15118,15243,15368,15116,15241,15366 | 34347.56 | 319.33   |
| 10  | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 503036     | 10876.41    | 45209.9  | 6   | 13993,14118,14243,13991,14116,14241 | 34333.49 | 315.67   |
| 11  | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 503036     | 10931.02    | 45213.51 | 6   | 15868,15993,16118,15866,15991,16116 | 34282.49 | 313.63   |
| 9   | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 440536     | 7714.64     | 41729.37 | 6   | 12488,12613,12738,12486,12611,12736 | 34014.73 | 440.91   |
| 9   | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 440536     | 8019.91     | 42025.14 | 6   | 13238,13363,13488,13236,13361,13486 | 34005.23 | 424.01   |
| 12  | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 440536     | 7836.41     | 41709.55 | 6   | 17363,17488,17613,17361,17486,17611 | 33873.14 | 432.25   |
| 12  | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 440536     | 7641.35     | 41395.49 | 6   | 16613,16738,16863,16611,16736,16861 | 33754.14 | 441.73   |
| 10  | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 503036     | 11639.09    | 45317.42 | 6   | 14743,14868,14993,14741,14866,14991 | 33678.33 | 289.36   |
| 11  | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 440536     | 9542.19     | 39889.86 | 6   | 15863,15988,16113,15861,15986,16111 | 30347.67 | 318.04   |
| 10  | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 440536     | 9610.84     | 39887.24 | 6   | 14738,14863,14988,14736,14861,14986 | 30276.4  | 315.02   |
| 11  | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 440536     | 9448.6      | 39549.3  | 6   | 15113,15238,15363,15111,15236,15361 | 30100.7  | 318.57   |
| 10  | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 440536     | 9544.36     | 39541.62 | 6   | 13988,14113,14238,13986,14111,14236 | 29997.26 | 314.29   |
| 12  | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 378036     | 6693.35     | 35873.25 | 6   | 16608,16733,16858,16606,16731,16856 | 29179.9  | 435.95   |
| 9   | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 378036     | 6759.82     | 35848.05 | 6   | 13233,13358,13483,13231,13356,13481 | 29088.23 | 430.31   |
| 12  | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 378036     | 6849.52     | 35828.46 | 6   | 17358,17483,17608,17356,17481,17606 | 28978.94 | 423.08   |
| 9   | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 378036     | 6619.81     | 35546.81 | 6   | 12483,12608,12733,12481,12606,12731 | 28927.0  | 436.98   |
| 10  | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 378036     | 8254.82     | 34220.29 | 6   | 14733,14858,14983,14731,14856,14981 | 25965.47 | 314.55   |
| 11  | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 378036     | 8275.75     | 34028.1  | 6   | 15858,15983,16108,15856,15981,16106 | 25752.35 | 311.18   |
