+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+---------------+----------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-munro | patched  | cnt |                 qid                 | pct_diff |
+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+---------------+----------+-----+-------------------------------------+----------+
| 20  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | decrease  | desc        | asc        | 4524288    | 12469.61      | 49338.56 | 6   | 29900,30040,30180,29897,30037,30177 | 295.67   |
| 19  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | decrease  | asc         | asc        | 4524288    | 11353.23      | 44695.44 | 6   | 28220,28360,28500,28217,28357,28497 | 293.68   |
| 18  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | increase  | desc        | desc       | 131072     | 345.95        | 1358.64  | 6   | 26910,27050,27190,26907,27047,27187 | 292.73   |
| 18  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | increase  | desc        | desc       | 3524288    | 8923.6        | 34978.44 | 6   | 26950,27090,27230,26947,27087,27227 | 291.98   |
| 19  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | decrease  | asc         | asc        | 1024288    | 2590.38       | 10122.6  | 6   | 28185,28325,28465,28182,28322,28462 | 290.78   |
| 18  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | desc        | desc       | 1524288    | 3929.72       | 15335.81 | 6   | 27770,27910,28050,27767,27907,28047 | 290.25   |
| 19  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | asc         | asc        | 1524288    | 3910.23       | 15258.74 | 6   | 29030,29170,29310,29027,29167,29307 | 290.23   |
| 18  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | desc        | desc       | 1024288    | 2658.56       | 10363.65 | 6   | 27765,27905,28045,27762,27902,28042 | 289.82   |
| 20  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | decrease  | desc        | asc        | 524288     | 1460.61       | 5662.79  | 6   | 29860,30000,30140,29857,29997,30137 | 287.7    |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | asc         | desc       | 2524288    | 7227.26       | 27780.56 | 6   | 26100,26240,26380,26097,26237,26377 | 284.39   |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | asc         | desc       | 1024288    | 2968.96       | 11406.19 | 6   | 26085,26225,26365,26082,26222,26362 | 284.18   |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | asc         | desc       | 4024288    | 11552.55      | 44074.63 | 6   | 26115,26255,26395,26112,26252,26392 | 281.51   |
| 20  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | desc        | asc        | 2024288    | 5772.38       | 21943.75 | 6   | 30715,30855,30995,30712,30852,30992 | 280.15   |
| 20  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | decrease  | desc        | asc        | 262144     | 747.2         | 2833.36  | 6   | 29855,29995,30135,29852,29992,30132 | 279.2    |
| 18  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | desc        | desc       | 131072     | 352.78        | 1336.02  | 6   | 27750,27890,28030,27747,27887,28027 | 278.71   |
| 19  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | asc         | asc        | 65536      | 180.63        | 681.98   | 6   | 29005,29145,29285,29002,29142,29282 | 277.56   |
| 20  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | desc        | asc        | 524288     | 1559.95       | 5877.8   | 6   | 30700,30840,30980,30697,30837,30977 | 276.79   |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | asc         | desc       | 131072     | 390.96        | 1471.91  | 6   | 26070,26210,26350,26067,26207,26347 | 276.49   |
| 20  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | decrease  | desc        | asc        | 65536      | 198.87        | 727.51   | 6   | 29845,29985,30125,29842,29982,30122 | 265.82   |
| 19  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | asc         | asc        | 32768      | 100.15        | 350.62   | 6   | 29000,29140,29280,28997,29137,29277 | 250.09   |
