+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------+---------------+-----+-------------------------------------+-----------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched  | patched-munro | cnt |                 qid                 |   diff    | pct_diff |
+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------+---------------+-----+-------------------------------------+-----------+----------+
| 18  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | desc        | asc        | 4524288    | 6990.63  | 7933.81       | 6   | 27377,27517,27657,27380,27520,27660 | 943.18    | 13.49    |
| 18  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | desc        | asc        | 4024288    | 6206.47  | 7134.44       | 6   | 27372,27512,27652,27375,27515,27655 | 927.97    | 14.95    |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | asc         | asc        | 4524288    | 2442.1   | 3168.16       | 6   | 25697,25837,25977,25700,25840,25980 | 726.06    | 29.73    |
| 20  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | desc        | desc       | 4024288    | 2183.63  | 2878.18       | 6   | 31152,31292,31432,31155,31295,31435 | 694.55    | 31.81    |
| 16  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | decrease  | desc        | desc       | 3524288    | 901.99   | 1545.36       | 6   | 24427,24567,24707,24430,24570,24710 | 643.37    | 71.33    |
| 19  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | asc         | desc       | 3024288    | 4677.03  | 5320.31       | 6   | 29462,29602,29742,29465,29605,29745 | 643.28    | 13.75    |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | asc         | asc        | 4024288    | 2211.35  | 2823.45       | 6   | 25692,25832,25972,25695,25835,25975 | 612.1     | 27.68    |
| 19  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | asc         | desc       | 2524288    | 3921.31  | 4473.7        | 6   | 29457,29597,29737,29460,29600,29740 | 552.39    | 14.09    |
| 20  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | desc        | desc       | 3524288    | 1950.83  | 2473.94       | 6   | 31147,31287,31427,31150,31290,31430 | 523.11    | 26.81    |
| 16  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | decrease  | desc        | desc       | 4524288    | 1426.77  | 1933.85       | 6   | 24437,24577,24717,24440,24580,24720 | 507.08    | 35.54    |
| 19  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | asc         | desc       | 3524288    | 5752.05  | 6243.33       | 6   | 29467,29607,29747,29470,29610,29750 | 491.28    | 8.54     |
| 15  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | decrease  | asc         | desc       | 4024288    | 4458.85  | 4948.78       | 6   | 22752,22892,23032,22755,22895,23035 | 489.93    | 10.99    |
| 18  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | desc        | asc        | 3524288    | 5681.05  | 6169.74       | 6   | 27367,27507,27647,27370,27510,27650 | 488.69    | 8.6      |
| 20  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | desc        | desc       | 4524288    | 2720.05  | 3188.95       | 6   | 31157,31297,31437,31160,31300,31440 | 468.9     | 17.24    |
| 19  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | decrease  | asc         | desc       | 4524288    | 7224.87  | 7688.23       | 6   | 28637,28777,28917,28640,28780,28920 | 463.36    | 6.41     |
| 15  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | decrease  | asc         | desc       | 4524288    | 5032.96  | 5469.38       | 6   | 22757,22897,23037,22760,22900,23040 | 436.42    | 8.67     |
| 18  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | desc        | asc        | 3024288    | 4881.65  | 5317.37       | 6   | 27362,27502,27642,27365,27505,27645 | 435.72    | 8.93     |
| 19  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | decrease  | asc         | desc       | 4024288    | 6409.01  | 6837.33       | 6   | 28632,28772,28912,28635,28775,28915 | 428.32    | 6.68     |
| 19  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | asc         | desc       | 2024288    | 3147.14  | 3555.33       | 6   | 29452,29592,29732,29455,29595,29735 | 408.19    | 12.97    |
| 18  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | increase  | desc        | asc        | 3024288    | 4676.97  | 5069.02       | 6   | 26522,26662,26802,26525,26665,26805 | 392.05    | 8.38     |
| 14  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | increase  | desc        | asc        | 4024288    | 4665.47  | 5050.31       | 6   | 20652,20792,20932,20655,20795,20935 | 384.84    | 8.25     |
