+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------+-------------------+-----+-------------------------------------+-----------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched  | patched-old-munro | cnt |                 qid                 |   diff    | pct_diff |
+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------+-------------------+-----+-------------------------------------+-----------+----------+
| 18  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | desc        | asc        | 4524288    | 6990.63  | 7970.02           | 6   | 27377,27517,27657,27379,27519,27659 | 979.39    | 14.01    |
| 18  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | desc        | asc        | 4024288    | 6206.47  | 7148.19           | 6   | 27372,27512,27652,27374,27514,27654 | 941.72    | 15.17    |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | asc         | asc        | 4524288    | 2442.1   | 3202.89           | 6   | 25697,25837,25977,25699,25839,25979 | 760.79    | 31.15    |
| 20  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | desc        | desc       | 4024288    | 2183.63  | 2886.05           | 6   | 31152,31292,31432,31154,31294,31434 | 702.42    | 32.17    |
| 19  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | asc         | desc       | 3024288    | 4677.03  | 5326.79           | 6   | 29462,29602,29742,29464,29604,29744 | 649.76    | 13.89    |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | asc         | asc        | 4024288    | 2211.35  | 2837.08           | 6   | 25692,25832,25972,25694,25834,25974 | 625.73    | 28.3     |
| 16  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | decrease  | desc        | desc       | 3524288    | 901.99   | 1527.59           | 6   | 24427,24567,24707,24429,24569,24709 | 625.6     | 69.36    |
| 19  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | asc         | desc       | 2524288    | 3921.31  | 4491.94           | 6   | 29457,29597,29737,29459,29599,29739 | 570.63    | 14.55    |
| 16  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | decrease  | desc        | desc       | 4524288    | 1426.77  | 1984.91           | 6   | 24437,24577,24717,24439,24579,24719 | 558.14    | 39.12    |
| 20  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | desc        | desc       | 3524288    | 1950.83  | 2475.31           | 6   | 31147,31287,31427,31149,31289,31429 | 524.48    | 26.88    |
| 18  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | desc        | asc        | 3524288    | 5681.05  | 6203.22           | 6   | 27367,27507,27647,27369,27509,27649 | 522.17    | 9.19     |
| 19  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | asc         | desc       | 3524288    | 5752.05  | 6250.09           | 6   | 29467,29607,29747,29469,29609,29749 | 498.04    | 8.66     |
