+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------------+------------------------------+-----+-------------------------------------+----------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-munro-728899ba | patched-geoghegan-2-3ded1b78 | cnt |                 qid                 |   diff   | pct_diff |
+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------------+------------------------------+-----+-------------------------------------+----------+----------+
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 565536     | 5126.88                | 9873.57                      | 6   | 46774,46949,47124,46770,46945,47120 | 4746.69  | 92.58    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 8048576    | 4474.5                 | 9137.14                      | 6   | 63511,63714,63917,63507,63710,63913 | 4662.64  | 104.2    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 565536     | 4940.73                | 9577.39                      | 6   | 52549,52724,52899,52545,52720,52895 | 4636.66  | 93.85    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 565536     | 4945.05                | 9534.35                      | 6   | 45724,45899,46074,45720,45895,46070 | 4589.3   | 92.81    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 9048576    | 4284.36                | 8752.85                      | 6   | 70217,70420,70623,70213,70416,70619 | 4468.49  | 104.3    |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 9048576    | 4082.03                | 8438.64                      | 6   | 67781,67984,68187,67777,67980,68183 | 4356.61  | 106.73   |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 503036     | 4560.26                | 8792.35                      | 6   | 46767,46942,47117,46763,46938,47113 | 4232.09  | 92.8     |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 565536     | 4173.78                | 8398.33                      | 6   | 48874,49049,49224,48870,49045,49220 | 4224.55  | 101.22   |
| 23  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 565536     | 4151.12                | 8350.46                      | 6   | 50449,50624,50799,50445,50620,50795 | 4199.34  | 101.16   |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 565536     | 4066.7                 | 8230.83                      | 6   | 51499,51674,51849,51495,51670,51845 | 4164.13  | 102.4    |
