+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+---------------+----------+-----+-------------------------------------+----------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-munro |  master  | cnt |                 qid                 |   diff   | pct_diff |
+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+---------------+----------+-----+-------------------------------------+----------+----------+
| 13  | 20         | 10000000 | 2500000   | 476191   | 0       | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 2262144    | 10965.94      | 28838.71 | 6   | 18870,19005,19140,18866,19001,19136 | 17872.77 | 162.98   |
| 16  | 20         | 10000000 | 2500000   | 476191   | 0       | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 2262144    | 10425.7       | 27556.04 | 6   | 23325,23460,23595,23321,23456,23591 | 17130.34 | 164.31   |
| 13  | 20         | 10000000 | 2500000   | 476191   | 0       | 8     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 2262144    | 9450.09       | 25683.12 | 6   | 18060,18195,18330,18056,18191,18326 | 16233.03 | 171.78   |
| 13  | 20         | 10000000 | 2500000   | 476191   | 0       | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 2012144    | 9702.36       | 25572.15 | 6   | 18865,19000,19135,18861,18996,19131 | 15869.79 | 163.57   |
| 16  | 20         | 10000000 | 2500000   | 476191   | 0       | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 2012144    | 9339.68       | 24173.16 | 6   | 23320,23455,23590,23316,23451,23586 | 14833.48 | 158.82   |
| 13  | 20         | 10000000 | 2500000   | 476191   | 0       | 8     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 2012144    | 8480.94       | 22996.11 | 6   | 18055,18190,18325,18051,18186,18321 | 14515.17 | 171.15   |
| 14  | 20         | 10000000 | 2500000   | 476191   | 0       | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 2262144    | 12585.18      | 26901.08 | 6   | 20490,20625,20760,20486,20621,20756 | 14315.9  | 113.75   |
| 15  | 20         | 10000000 | 2500000   | 476191   | 0       | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 2262144    | 12371.28      | 26281.14 | 6   | 21705,21840,21975,21701,21836,21971 | 13909.86 | 112.44   |
| 13  | 20         | 10000000 | 2500000   | 476191   | 0       | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 1762144    | 8414.55       | 22225.18 | 6   | 18860,18995,19130,18856,18991,19126 | 13810.63 | 164.13   |
| 16  | 20         | 10000000 | 2500000   | 476191   | 0       | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1762144    | 7991.35       | 21205.67 | 6   | 23315,23450,23585,23311,23446,23581 | 13214.32 | 165.36   |
| 16  | 20         | 10000000 | 2500000   | 476191   | 0       | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 2262144    | 6818.66       | 19911.4  | 6   | 22515,22650,22785,22511,22646,22781 | 13092.74 | 192.01   |
| 13  | 20         | 10000000 | 2500000   | 476191   | 0       | 8     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1762144    | 7526.01       | 20380.17 | 6   | 18050,18185,18320,18046,18181,18316 | 12854.16 | 170.8    |
| 14  | 20         | 10000000 | 2500000   | 476191   | 0       | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 2012144    | 11174.16      | 23830.85 | 6   | 20485,20620,20755,20481,20616,20751 | 12656.69 | 113.27   |
| 15  | 20         | 10000000 | 2500000   | 476191   | 0       | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 2012144    | 11086.34      | 23521.89 | 6   | 21700,21835,21970,21696,21831,21966 | 12435.55 | 112.17   |
| 14  | 20         | 10000000 | 2500000   | 476191   | 0       | 8     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 2262144    | 10183.49      | 22106.92 | 6   | 19680,19815,19950,19676,19811,19946 | 11923.43 | 117.09   |
| 13  | 20         | 10000000 | 2500000   | 476191   | 0       | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 1512144    | 7121.31       | 18864.06 | 6   | 18855,18990,19125,18851,18986,19121 | 11742.75 | 164.9    |
| 16  | 20         | 10000000 | 2500000   | 476191   | 0       | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 2012144    | 6084.13       | 17779.05 | 6   | 22510,22645,22780,22506,22641,22776 | 11694.92 | 192.22   |
| 16  | 20         | 10000000 | 2500000   | 476191   | 0       | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1512144    | 6823.99       | 18050.78 | 6   | 23310,23445,23580,23306,23441,23576 | 11226.79 | 164.52   |
