+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------+----------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values |  master  | patched  | cnt |                 qid                 | pct_diff |
+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------+----------+-----+-------------------------------------+----------+
| 14  | 20         | 10000000 | 2500000   | 476191   | 0       | 8     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 4096       | 7.35     | 13.45    | 6   | 19201,19336,19471,19202,19337,19472 | 82.99    |
| 14  | 20         | 10000000 | 2500000   | 476191   | 0       | 8     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 8192       | 13.03    | 23.09    | 6   | 19206,19341,19476,19207,19342,19477 | 77.21    |
| 15  | 20         | 10000000 | 2500000   | 476191   | 0       | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 2048       | 4.1      | 7.17     | 6   | 21221,21356,21491,21222,21357,21492 | 74.88    |
| 15  | 20         | 10000000 | 2500000   | 476191   | 0       | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 65536      | 87.3     | 152.36   | 6   | 21246,21381,21516,21247,21382,21517 | 74.52    |
| 15  | 20         | 10000000 | 2500000   | 476191   | 0       | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 16384      | 23.7     | 41.11    | 6   | 21236,21371,21506,21237,21372,21507 | 73.46    |
| 15  | 20         | 10000000 | 2500000   | 476191   | 0       | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 32768      | 45.35    | 78.23    | 6   | 21241,21376,21511,21242,21377,21512 | 72.5     |
| 15  | 20         | 10000000 | 2500000   | 476191   | 0       | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 4096       | 7.24     | 12.26    | 6   | 21226,21361,21496,21227,21362,21497 | 69.34    |
| 14  | 20         | 10000000 | 2500000   | 476191   | 0       | 8     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 32768      | 43.06    | 70.92    | 6   | 19216,19351,19486,19217,19352,19487 | 64.7     |
| 14  | 20         | 10000000 | 2500000   | 476191   | 0       | 8     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 16384      | 23.8     | 38.89    | 6   | 19211,19346,19481,19212,19347,19482 | 63.4     |
