+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------------+------------------+-----+-------------------------------------+---------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-munro-728899ba | patched-728899ba | cnt |                 qid                 |  diff   | pct_diff |
+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------------+------------------+-----+-------------------------------------+---------+----------+
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 9048576    | 4850.6                 | 10855.01         | 6   | 62300,62503,62706,62295,62498,62701 | 6004.41 | 123.79   |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 565536     | 4945.05                | 10391.79         | 6   | 45724,45899,46074,45719,45894,46069 | 5446.74 | 110.15   |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 9048576    | 5053.3                 | 10480.42         | 6   | 63518,63721,63924,63513,63716,63919 | 5427.12 | 107.4    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 565536     | 4066.7                 | 9027.86          | 6   | 51499,51674,51849,51494,51669,51844 | 4961.16 | 121.99   |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 9048576    | 3585.83                | 8473.64          | 6   | 68999,69202,69405,68994,69197,69400 | 4887.81 | 136.31   |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 565536     | 5126.88                | 10012.44         | 6   | 46774,46949,47124,46769,46944,47119 | 4885.56 | 95.29    |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 9048576    | 3474.15                | 8318.17          | 6   | 66563,66766,66969,66558,66761,66964 | 4844.02 | 139.43   |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 503036     | 4416.34                | 9230.96          | 6   | 45717,45892,46067,45712,45887,46062 | 4814.62 | 109.02   |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 565536     | 4940.73                | 9716.33          | 6   | 52549,52724,52899,52544,52719,52894 | 4775.6  | 96.66    |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 565536     | 3884.87                | 8620.35          | 6   | 47824,47999,48174,47819,47994,48169 | 4735.48 | 121.9    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 7048576    | 3742.75                | 8375.92          | 6   | 62286,62489,62692,62281,62484,62687 | 4633.17 | 123.79   |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 9048576    | 4199.74                | 8783.54          | 6   | 65954,66157,66360,65949,66152,66355 | 4583.8  | 109.14   |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 9048576    | 4082.03                | 8587.33          | 6   | 67781,67984,68187,67776,67979,68182 | 4505.3  | 110.37   |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 8048576    | 3605.3                 | 8084.48          | 6   | 64729,64932,65135,64724,64927,65130 | 4479.18 | 124.24   |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 503036     | 3598.43                | 7984.01          | 6   | 51492,51667,51842,51487,51662,51837 | 4385.58 | 121.87   |
| 23  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 565536     | 4151.12                | 8511.38          | 6   | 50449,50624,50799,50444,50619,50794 | 4360.26 | 105.04   |
| 23  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 565536     | 3126.15                | 7485.25          | 6   | 49399,49574,49749,49394,49569,49744 | 4359.1  | 139.44   |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 503036     | 4365.26                | 8619.32          | 6   | 52542,52717,52892,52537,52712,52887 | 4254.06 | 97.45    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 440536     | 3857.8                 | 8072.84          | 6   | 45710,45885,46060,45705,45880,46055 | 4215.04 | 109.26   |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 7048576    | 3893.56                | 8066.74          | 6   | 63504,63707,63910,63499,63702,63905 | 4173.18 | 107.18   |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 8048576    | 3070.51                | 7235.47          | 6   | 66556,66759,66962,66551,66754,66957 | 4164.96 | 135.64   |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 8048576    | 3814.74                | 7919.85          | 6   | 70210,70413,70616,70205,70408,70611 | 4105.11 | 107.61   |
| 23  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 503036     | 2797.96                | 6750.82          | 6   | 49392,49567,49742,49387,49562,49737 | 3952.86 | 141.28   |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | desc       | 1131072    | 4163.34                | 8081.69          | 6   | 728,910,1092,723,905,1087           | 3918.35 | 94.12    |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 503036     | 3713.61                | 7607.2           | 6   | 48867,49042,49217,48862,49037,49212 | 3893.59 | 104.85   |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 440536     | 4000.07                | 7816.7           | 6   | 46760,46935,47110,46755,46930,47105 | 3816.63 | 95.41    |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 440536     | 3030.11                | 6735.24          | 6   | 47810,47985,48160,47805,47980,48155 | 3705.13 | 122.28   |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 440536     | 3791.91                | 7491.15          | 6   | 52535,52710,52885,52530,52705,52880 | 3699.24 | 97.56    |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 7048576    | 2686.97                | 6370.24          | 6   | 66549,66752,66955,66544,66747,66950 | 3683.27 | 137.08   |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 7048576    | 3342.79                | 6952.12          | 6   | 70203,70406,70609,70198,70401,70604 | 3609.33 | 107.97   |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 378036     | 3331.66                | 6923.64          | 6   | 45703,45878,46053,45698,45873,46048 | 3591.98 | 107.81   |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 8048576    | 4282.76                | 7872.52          | 6   | 62293,62496,62699,62288,62491,62694 | 3589.76 | 83.82    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 6048576    | 3313.36                | 6855.37          | 6   | 63497,63700,63903,63492,63695,63898 | 3542.01 | 106.9    |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 7048576    | 3205.7                 | 6731.01          | 6   | 67767,67970,68173,67762,67965,68168 | 3525.31 | 109.97   |
| 23  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 440536     | 3356.2                 | 6850.28          | 6   | 50435,50610,50785,50430,50605,50780 | 3494.08 | 104.11   |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | desc       | 1006072    | 3719.62                | 7188.39          | 6   | 721,903,1085,716,898,1080           | 3468.77 | 93.26    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | desc       | 1131072    | 3136.0                 | 6548.46          | 6   | 2912,3094,3276,2907,3089,3271       | 3412.46 | 108.82   |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | desc       | 1131072    | 4134.82                | 7537.89          | 6   | 1820,2002,2184,1815,1997,2179       | 3403.07 | 82.3     |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 9048576    | 4112.92                | 7492.72          | 6   | 64736,64939,65142,64731,64934,65137 | 3379.8  | 82.18    |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 6048576    | 2539.7                 | 5870.62          | 6   | 64715,64918,65121,64710,64913,65116 | 3330.92 | 131.15   |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 378036     | 3434.51                | 6706.28          | 6   | 46753,46928,47103,46748,46923,47098 | 3271.77 | 95.26    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 6048576    | 2381.47                | 5647.81          | 6   | 68978,69181,69384,68973,69176,69379 | 3266.34 | 137.16   |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | asc        | 1131072    | 2705.15                | 5970.65          | 6   | 4550,4732,4914,4545,4727,4909       | 3265.5  | 120.71   |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1131072    | 3923.6                 | 7186.82          | 6   | 7826,8008,8190,7821,8003,8185       | 3263.22 | 83.17    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 8048576    | 4474.5                 | 7728.65          | 6   | 63511,63714,63917,63506,63709,63912 | 3254.15 | 72.73    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 378036     | 2627.78                | 5873.79          | 6   | 51478,51653,51828,51473,51648,51823 | 3246.01 | 123.53   |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 378036     | 2580.12                | 5776.85          | 6   | 47803,47978,48153,47798,47973,48148 | 3196.73 | 123.9    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | asc        | 1006072    | 2978.7                 | 6145.56          | 6   | 6727,6909,7091,6722,6904,7086       | 3166.86 | 106.32   |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 378036     | 3221.08                | 6381.07          | 6   | 52528,52703,52878,52523,52698,52873 | 3159.99 | 98.1     |
