+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+---------------+-------------+-----+-------------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-munro | patched-old | cnt |                    qid                    | pct_diff |
+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+---------------+-------------+-----+-------------------------------------------+----------+
| 16  | 20         | 10000000 | 2500000   | 476191   | 16384   | 0     | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 128        | 1.97          | 5.42        | 6   | 25795,25930,26065,25793,25928,26063       | 175.13   |
| 76  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2048  | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 64         | 4.19          | 9.63        | 6   | 116255,116390,116525,116253,116388,116523 | 129.83   |
| 11  | 20         | 10000000 | 5000000   | 476191   | 16      | 0     | 2    | worker   | 12        | 16  | decrease  | asc         | asc        | 131072     | 286.54        | 601.09      | 6   | 16410,16550,16690,16408,16548,16688       | 109.78   |
| 44  | 100        | 10000000 | 2500000   | 93458    | 256     | 2     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 262144     | 296.42        | 610.63      | 6   | 67115,67250,67385,67113,67248,67383       | 106.0    |
| 11  | 20         | 10000000 | 5000000   | 476191   | 16      | 0     | 2    | worker   | 12        | 16  | decrease  | asc         | asc        | 2048       | 5.36          | 10.98       | 6   | 16380,16520,16660,16378,16518,16658       | 104.85   |
| 43  | 100        | 10000000 | 2500000   | 93458    | 256     | 2     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 2262144    | 2064.67       | 4224.4      | 6   | 65535,65670,65805,65533,65668,65803       | 104.6    |
| 11  | 20         | 10000000 | 5000000   | 476191   | 16      | 0     | 2    | worker   | 12        | 16  | decrease  | asc         | asc        | 1524288    | 3249.18       | 6644.07     | 6   | 16430,16570,16710,16428,16568,16708       | 104.48   |
| 42  | 100        | 10000000 | 2500000   | 93458    | 256     | 2     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 1012144    | 935.51        | 1909.46     | 6   | 64295,64430,64565,64293,64428,64563       | 104.11   |
| 44  | 100        | 10000000 | 2500000   | 93458    | 256     | 2     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 2262144    | 2467.28       | 5026.98     | 6   | 67155,67290,67425,67153,67288,67423       | 103.75   |
| 12  | 20         | 10000000 | 5000000   | 476191   | 16      | 0     | 2    | worker   | 12        | 16  | decrease  | desc        | asc        | 32768      | 77.25         | 157.26      | 6   | 18080,18220,18360,18078,18218,18358       | 103.57   |
| 11  | 20         | 10000000 | 5000000   | 476191   | 16      | 0     | 2    | worker   | 12        | 16  | decrease  | asc         | asc        | 262144     | 567.35        | 1151.94     | 6   | 16415,16555,16695,16413,16553,16693       | 103.04   |
| 42  | 100        | 10000000 | 2500000   | 93458    | 256     | 2     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 32768      | 32.8          | 66.49       | 6   | 64265,64400,64535,64263,64398,64533       | 102.71   |
| 44  | 100        | 10000000 | 2500000   | 93458    | 256     | 2     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 1762144    | 1933.76       | 3916.88     | 6   | 67145,67280,67415,67143,67278,67413       | 102.55   |
| 42  | 100        | 10000000 | 2500000   | 93458    | 256     | 2     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 1762144    | 1662.37       | 3361.22     | 6   | 64310,64445,64580,64308,64443,64578       | 102.19   |
| 41  | 100        | 10000000 | 2500000   | 93458    | 256     | 2     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1512144    | 1711.77       | 3454.09     | 6   | 62685,62820,62955,62683,62818,62953       | 101.78   |
| 44  | 100        | 10000000 | 2500000   | 93458    | 256     | 2     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 512144     | 565.76        | 1139.49     | 6   | 67120,67255,67390,67118,67253,67388       | 101.41   |
| 41  | 100        | 10000000 | 2500000   | 93458    | 256     | 2     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1762144    | 1995.82       | 4017.64     | 6   | 62690,62825,62960,62688,62823,62958       | 101.3    |
| 44  | 100        | 10000000 | 2500000   | 93458    | 256     | 2     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 2012144    | 2225.33       | 4466.73     | 6   | 67150,67285,67420,67148,67283,67418       | 100.72   |
| 11  | 20         | 10000000 | 5000000   | 476191   | 16      | 0     | 2    | worker   | 12        | 16  | decrease  | asc         | asc        | 2024288    | 4299.5        | 8626.13     | 6   | 16435,16575,16715,16433,16573,16713       | 100.63   |
| 11  | 20         | 10000000 | 5000000   | 476191   | 16      | 0     | 2    | worker   | 12        | 16  | decrease  | asc         | asc        | 524288     | 1113.87       | 2233.85     | 6   | 16420,16560,16700,16418,16558,16698       | 100.55   |
| 44  | 100        | 10000000 | 2500000   | 93458    | 256     | 2     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 1512144    | 1676.69       | 3359.82     | 6   | 67140,67275,67410,67138,67273,67408       | 100.38   |
| 41  | 100        | 10000000 | 2500000   | 93458    | 256     | 2     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 762144     | 874.99        | 1752.1      | 6   | 62670,62805,62940,62668,62803,62938       | 100.24   |
