+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+---------------+----------+-----+-------------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-munro | patched  | cnt |                    qid                    | pct_diff |
+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+---------------+----------+-----+-------------------------------------------+----------+
| 16  | 20         | 10000000 | 2500000   | 476191   | 16384   | 0     | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 128        | 1.97          | 5.11     | 6   | 25795,25930,26065,25792,25927,26062       | 159.39   |
| 24  | 60         | 10000000 | 1250000   | 156250   | 65536   | 8     | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 32         | 1.02          | 2.31     | 6   | 37020,37150,37280,37017,37147,37277       | 126.47   |
| 11  | 20         | 10000000 | 5000000   | 476191   | 16      | 0     | 2    | worker   | 12        | 16  | decrease  | asc         | asc        | 16384      | 37.77         | 80.5     | 6   | 16395,16535,16675,16392,16532,16672       | 113.13   |
| 41  | 100        | 10000000 | 2500000   | 93458    | 256     | 2     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 762144     | 874.99        | 1850.73  | 6   | 62670,62805,62940,62667,62802,62937       | 111.51   |
| 44  | 100        | 10000000 | 2500000   | 93458    | 256     | 2     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 2262144    | 2467.28       | 5200.43  | 6   | 67155,67290,67425,67152,67287,67422       | 110.78   |
| 42  | 100        | 10000000 | 2500000   | 93458    | 256     | 2     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 762144     | 718.11        | 1491.57  | 6   | 64290,64425,64560,64287,64422,64557       | 107.71   |
| 41  | 100        | 10000000 | 2500000   | 93458    | 256     | 2     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1262144    | 1446.62       | 2972.35  | 6   | 62680,62815,62950,62677,62812,62947       | 105.47   |
| 11  | 20         | 10000000 | 5000000   | 476191   | 16      | 0     | 2    | worker   | 12        | 16  | decrease  | asc         | asc        | 131072     | 286.54        | 584.8    | 6   | 16410,16550,16690,16407,16547,16687       | 104.09   |
| 44  | 100        | 10000000 | 2500000   | 93458    | 256     | 2     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 1762144    | 1933.76       | 3927.57  | 6   | 67145,67280,67415,67142,67277,67412       | 103.11   |
| 12  | 20         | 10000000 | 5000000   | 476191   | 16      | 0     | 2    | worker   | 12        | 16  | decrease  | desc        | asc        | 65536      | 152.43        | 309.22   | 6   | 18085,18225,18365,18082,18222,18362       | 102.86   |
| 41  | 100        | 10000000 | 2500000   | 93458    | 256     | 2     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1512144    | 1711.77       | 3456.2   | 6   | 62685,62820,62955,62682,62817,62952       | 101.91   |
| 44  | 100        | 10000000 | 2500000   | 93458    | 256     | 2     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 512144     | 565.76        | 1141.6   | 6   | 67120,67255,67390,67117,67252,67387       | 101.78   |
| 42  | 100        | 10000000 | 2500000   | 93458    | 256     | 2     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 1762144    | 1662.37       | 3353.58  | 6   | 64310,64445,64580,64307,64442,64577       | 101.73   |
| 11  | 20         | 10000000 | 5000000   | 476191   | 16      | 0     | 2    | worker   | 12        | 16  | decrease  | asc         | asc        | 4024288    | 9093.62       | 18316.57 | 6   | 16455,16595,16735,16452,16592,16732       | 101.42   |
| 11  | 20         | 10000000 | 5000000   | 476191   | 16      | 0     | 2    | worker   | 12        | 16  | decrease  | asc         | asc        | 8192       | 19.52         | 39.31    | 6   | 16390,16530,16670,16387,16527,16667       | 101.38   |
| 44  | 100        | 10000000 | 2500000   | 93458    | 256     | 2     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 2012144    | 2225.33       | 4474.05  | 6   | 67150,67285,67420,67147,67282,67417       | 101.05   |
| 41  | 100        | 10000000 | 2500000   | 93458    | 256     | 2     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1762144    | 1995.82       | 4011.62  | 6   | 62690,62825,62960,62687,62822,62957       | 101.0    |
| 44  | 100        | 10000000 | 2500000   | 93458    | 256     | 2     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 1512144    | 1676.69       | 3368.42  | 6   | 67140,67275,67410,67137,67272,67407       | 100.9    |
| 12  | 20         | 10000000 | 5000000   | 476191   | 16      | 0     | 2    | worker   | 12        | 16  | decrease  | desc        | asc        | 4096       | 10.6          | 21.29    | 6   | 18065,18205,18345,18062,18202,18342       | 100.85   |
| 44  | 100        | 10000000 | 2500000   | 93458    | 256     | 2     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 1012144    | 1126.96       | 2257.42  | 6   | 67130,67265,67400,67127,67262,67397       | 100.31   |
| 41  | 100        | 10000000 | 2500000   | 93458    | 256     | 2     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 65536      | 82.13         | 164.46   | 6   | 62650,62785,62920,62647,62782,62917       | 100.24   |
| 11  | 20         | 10000000 | 5000000   | 476191   | 16      | 0     | 2    | worker   | 12        | 16  | decrease  | asc         | asc        | 524288     | 1113.87       | 2228.01  | 6   | 16420,16560,16700,16417,16557,16697       | 100.02   |
| 41  | 100        | 10000000 | 2500000   | 93458    | 256     | 2     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 512144     | 599.02        | 1196.51  | 6   | 62665,62800,62935,62662,62797,62932       | 99.74    |
| 44  | 100        | 10000000 | 2500000   | 93458    | 256     | 2     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 16384      | 19.82         | 39.57    | 6   | 67095,67230,67365,67092,67227,67362       | 99.65    |
| 11  | 20         | 10000000 | 5000000   | 476191   | 16      | 0     | 2    | worker   | 12        | 16  | decrease  | asc         | asc        | 1024288    | 2175.17       | 4342.21  | 6   | 16425,16565,16705,16422,16562,16702       | 99.63    |
| 11  | 20         | 10000000 | 5000000   | 476191   | 16      | 0     | 2    | worker   | 12        | 16  | decrease  | asc         | asc        | 2524288    | 5352.0        | 10667.42 | 6   | 16440,16580,16720,16437,16577,16717       | 99.32    |
| 44  | 100        | 10000000 | 2500000   | 93458    | 256     | 2     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 32768      | 38.2          | 76.11    | 6   | 67100,67235,67370,67097,67232,67367       | 99.24    |
| 12  | 20         | 10000000 | 5000000   | 476191   | 16      | 0     | 2    | worker   | 12        | 16  | decrease  | desc        | asc        | 8192       | 19.92         | 39.58    | 6   | 18070,18210,18350,18067,18207,18347       | 98.69    |
| 44  | 100        | 10000000 | 2500000   | 93458    | 256     | 2     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 131072     | 148.85        | 295.08   | 6   | 67110,67245,67380,67107,67242,67377       | 98.24    |
| 43  | 100        | 10000000 | 2500000   | 93458    | 256     | 2     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 1512144    | 1376.86       | 2729.22  | 6   | 65520,65655,65790,65517,65652,65787       | 98.22    |
| 44  | 100        | 10000000 | 2500000   | 93458    | 256     | 2     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 262144     | 296.42        | 587.56   | 6   | 67115,67250,67385,67112,67247,67382       | 98.22    |
| 43  | 100        | 10000000 | 2500000   | 93458    | 256     | 2     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 2012144    | 1827.4        | 3620.07  | 6   | 65530,65665,65800,65527,65662,65797       | 98.1     |
| 43  | 100        | 10000000 | 2500000   | 93458    | 256     | 2     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 1262144    | 1152.1        | 2279.66  | 6   | 65515,65650,65785,65512,65647,65782       | 97.87    |
| 43  | 100        | 10000000 | 2500000   | 93458    | 256     | 2     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 1012144    | 927.11        | 1833.56  | 6   | 65510,65645,65780,65507,65642,65777       | 97.77    |
| 12  | 20         | 10000000 | 5000000   | 476191   | 16      | 0     | 2    | worker   | 12        | 16  | decrease  | desc        | asc        | 16384      | 38.82         | 76.77    | 6   | 18075,18215,18355,18072,18212,18352       | 97.76    |
| 43  | 100        | 10000000 | 2500000   | 93458    | 256     | 2     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 2262144    | 2064.67       | 4073.8   | 6   | 65535,65670,65805,65532,65667,65802       | 97.31    |
| 11  | 20         | 10000000 | 5000000   | 476191   | 16      | 0     | 2    | worker   | 12        | 16  | decrease  | asc         | asc        | 4524288    | 10127.87      | 19904.09 | 6   | 16460,16600,16740,16457,16597,16737       | 96.53    |
| 42  | 100        | 10000000 | 2500000   | 93458    | 256     | 2     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 1262144    | 1174.87       | 2303.94  | 6   | 64300,64435,64570,64297,64432,64567       | 96.1     |
| 42  | 100        | 10000000 | 2500000   | 93458    | 256     | 2     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 2012144    | 1923.89       | 3763.86  | 6   | 64315,64450,64585,64312,64447,64582       | 95.64    |
| 74  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2048  | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 128        | 7.91          | 15.46    | 6   | 113830,113965,114100,113827,113962,114097 | 95.45    |
| 41  | 100        | 10000000 | 2500000   | 93458    | 256     | 2     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 131072     | 160.95        | 314.46   | 6   | 62655,62790,62925,62652,62787,62922       | 95.38    |
| 76  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2048  | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 64         | 4.19          | 8.17     | 6   | 116255,116390,116525,116252,116387,116522 | 94.99    |
| 44  | 100        | 10000000 | 2500000   | 93458    | 256     | 2     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 762144     | 999.73        | 1948.97  | 6   | 67935,68070,68205,67932,68067,68202       | 94.95    |
| 44  | 100        | 10000000 | 2500000   | 93458    | 256     | 2     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 512144     | 674.85        | 1314.21  | 6   | 67930,68065,68200,67927,68062,68197       | 94.74    |
| 43  | 100        | 10000000 | 2500000   | 93458    | 256     | 2     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 262144     | 245.3         | 477.41   | 6   | 65495,65630,65765,65492,65627,65762       | 94.62    |
| 41  | 100        | 10000000 | 2500000   | 93458    | 256     | 2     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 4096       | 5.91          | 11.5     | 6   | 62630,62765,62900,62627,62762,62897       | 94.59    |
| 44  | 100        | 10000000 | 2500000   | 93458    | 256     | 2     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 262144     | 345.28        | 671.19   | 6   | 67925,68060,68195,67922,68057,68192       | 94.39    |
| 44  | 100        | 10000000 | 2500000   | 93458    | 256     | 2     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 2262144    | 2959.87       | 5749.91  | 6   | 67965,68100,68235,67962,68097,68232       | 94.26    |
| 44  | 100        | 10000000 | 2500000   | 93458    | 256     | 2     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1512144    | 1984.91       | 3852.86  | 6   | 67950,68085,68220,67947,68082,68217       | 94.11    |
| 42  | 100        | 10000000 | 2500000   | 93458    | 256     | 2     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 262144     | 249.94        | 484.99   | 6   | 64280,64415,64550,64277,64412,64547       | 94.04    |
| 42  | 100        | 10000000 | 2500000   | 93458    | 256     | 2     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 2262144    | 2196.5        | 4260.27  | 6   | 64320,64455,64590,64317,64452,64587       | 93.96    |
| 12  | 20         | 10000000 | 5000000   | 476191   | 16      | 0     | 2    | worker   | 12        | 16  | decrease  | desc        | asc        | 32768      | 77.25         | 149.83   | 6   | 18080,18220,18360,18077,18217,18357       | 93.95    |
| 11  | 20         | 10000000 | 5000000   | 476191   | 16      | 0     | 2    | worker   | 12        | 16  | decrease  | asc         | asc        | 3024288    | 6391.51       | 12395.16 | 6   | 16445,16585,16725,16442,16582,16722       | 93.93    |
| 43  | 100        | 10000000 | 2500000   | 93458    | 256     | 2     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 131072     | 124.06        | 240.59   | 6   | 65490,65625,65760,65487,65622,65757       | 93.93    |
| 12  | 20         | 10000000 | 5000000   | 476191   | 16      | 0     | 2    | worker   | 12        | 16  | decrease  | desc        | desc       | 4096       | 3.43          | 6.64     | 6   | 18485,18625,18765,18482,18622,18762       | 93.59    |
| 44  | 100        | 10000000 | 2500000   | 93458    | 256     | 2     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 2012144    | 2641.95       | 5113.85  | 6   | 67960,68095,68230,67957,68092,68227       | 93.56    |
| 44  | 100        | 10000000 | 2500000   | 93458    | 256     | 2     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1762144    | 2316.64       | 4482.75  | 6   | 67955,68090,68225,67952,68087,68222       | 93.5     |
| 31  | 40         | 10000000 | 1250000   | 238096   | 1       | 512   | 8    | worker   | 12        | 16  | decrease  | asc         | asc        | 756072     | 3411.05       | 6594.08  | 6   | 47635,47765,47895,47632,47762,47892       | 93.32    |
| 31  | 40         | 10000000 | 1250000   | 238096   | 1       | 512   | 8    | worker   | 12        | 16  | decrease  | asc         | asc        | 881072     | 3971.86       | 7676.51  | 6   | 47640,47770,47900,47637,47767,47897       | 93.27    |
| 11  | 20         | 10000000 | 5000000   | 476191   | 16      | 0     | 2    | worker   | 12        | 16  | decrease  | asc         | asc        | 2024288    | 4299.5        | 8306.09  | 6   | 16435,16575,16715,16432,16572,16712       | 93.19    |
| 42  | 100        | 10000000 | 2500000   | 93458    | 256     | 2     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 512144     | 488.62        | 943.73   | 6   | 64285,64420,64555,64282,64417,64552       | 93.14    |
| 31  | 40         | 10000000 | 1250000   | 238096   | 1       | 512   | 8    | worker   | 12        | 16  | decrease  | asc         | asc        | 1006072    | 4530.78       | 8745.3   | 6   | 47645,47775,47905,47642,47772,47902       | 93.02    |
| 43  | 100        | 10000000 | 2500000   | 93458    | 256     | 2     | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 2012144    | 2176.08       | 4199.08  | 6   | 66340,66475,66610,66337,66472,66607       | 92.97    |
