+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+-------------------+---------------+-----+-------------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-old-munro | patched-munro | cnt |                    qid                    | pct_diff |
+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+-------------------+---------------+-----+-------------------------------------------+----------+
| 3   | 20         | 10000000 | 1250000   | 476191   | 262144  | 2     | 8    | io_uring | 12        | 16  | decrease  | asc         | asc        | 32         | 1.07              | 2.17          | 6   | 3929,4059,4189,3930,4060,4190             | 102.8    |
| 74  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2048  | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 64         | 5.98              | 11.68         | 6   | 113824,113959,114094,113825,113960,114095 | 95.32    |
| 21  | 60         | 10000000 | 1250000   | 156250   | 65536   | 8     | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 32         | 1.08              | 2.03          | 6   | 31949,32079,32209,31950,32080,32210       | 87.96    |
| 74  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2048  | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 256        | 7.59              | 14.19         | 6   | 113024,113159,113294,113025,113160,113295 | 86.96    |
| 15  | 20         | 10000000 | 2500000   | 476191   | 16384   | 0     | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 64         | 1.64              | 3.0           | 6   | 23764,23899,24034,23765,23900,24035       | 82.93    |
| 69  | 60         | 10000000 | 625000    | 156250   | -1      | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 32         | 1.07              | 1.91          | 6   | 106139,106264,106389,106140,106265,106390 | 78.5     |
| 21  | 60         | 10000000 | 1250000   | 156250   | 65536   | 8     | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 256        | 2.27              | 3.8           | 6   | 31964,32094,32224,31965,32095,32225       | 67.4     |
| 3   | 20         | 10000000 | 1250000   | 476191   | 262144  | 2     | 8    | worker   | 12        | 16  | decrease  | asc         | asc        | 128        | 1.49              | 2.49          | 6   | 3159,3289,3419,3160,3290,3420             | 67.11    |
| 44  | 100        | 10000000 | 2500000   | 93458    | 256     | 2     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 1262144    | 1401.47           | 2341.7        | 6   | 67134,67269,67404,67135,67270,67405       | 67.09    |
| 42  | 100        | 10000000 | 2500000   | 93458    | 256     | 2     | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 64         | 0.76              | 1.26          | 6   | 65029,65164,65299,65030,65165,65300       | 65.79    |
| 27  | 60         | 10000000 | 1250000   | 156250   | 16384   | 2     | 8    | worker   | 12        | 16  | decrease  | asc         | asc        | 128        | 1.62              | 2.67          | 6   | 41319,41449,41579,41320,41450,41580       | 64.81    |
| 14  | 20         | 10000000 | 2500000   | 476191   | 16384   | 0     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 64         | 1.8               | 2.92          | 6   | 21334,21469,21604,21335,21470,21605       | 62.22    |
| 43  | 100        | 10000000 | 2500000   | 93458    | 256     | 2     | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 2262144    | 2438.22           | 3936.83       | 6   | 66344,66479,66614,66345,66480,66615       | 61.46    |
| 44  | 100        | 10000000 | 2500000   | 93458    | 256     | 2     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 32768      | 44.58             | 71.25         | 6   | 67909,68044,68179,67910,68045,68180       | 59.83    |
| 64  | 80         | 10000000 | 312500    | 117648   | 4194304 | 32    | 32   | worker   | 12        | 16  | decrease  | desc        | desc       | 16         | 0.77              | 1.22          | 6   | 97824,97944,98064,97825,97945,98065       | 58.44    |
| 42  | 100        | 10000000 | 2500000   | 93458    | 256     | 2     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 65536      | 65.15             | 103.21        | 6   | 64269,64404,64539,64270,64405,64540       | 58.42    |
| 26  | 60         | 10000000 | 1250000   | 156250   | 16384   | 2     | 8    | worker   | 12        | 16  | increase  | desc        | asc        | 32         | 1.16              | 1.83          | 6   | 39749,39879,40009,39750,39880,40010       | 57.76    |
| 14  | 20         | 10000000 | 2500000   | 476191   | 16384   | 0     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 128        | 3.33              | 5.18          | 6   | 21339,21474,21609,21340,21475,21610       | 55.56    |
| 33  | 100        | 10000000 | 312500    | 93458    | 262144  | 32    | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 8          | 0.67              | 1.04          | 6   | 51019,51139,51259,51020,51140,51260       | 55.22    |
| 31  | 40         | 10000000 | 1250000   | 238096   | 1       | 512   | 8    | io_uring | 12        | 16  | decrease  | asc         | asc        | 32         | 0.99              | 1.53          | 6   | 48329,48459,48589,48330,48460,48590       | 54.55    |
| 45  | 80         | 10000000 | 312500    | 117648   | 16384   | 2     | 32   | worker   | 12        | 16  | increase  | asc         | asc        | 16         | 0.87              | 1.33          | 6   | 68664,68784,68904,68665,68785,68905       | 52.87    |
