+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------+-------------------+-----+-------------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values |  master  | patched-old-munro | cnt |                    qid                    | pct_diff |
+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------+-------------------+-----+-------------------------------------------+----------+
| 29  | 40         | 10000000 | 1250000   | 238096   | 1       | 512   | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 32768      | 42.33    | 77.36             | 6   | 44476,44606,44736,44479,44609,44739       | 82.75    |
| 32  | 40         | 10000000 | 1250000   | 238096   | 1       | 512   | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 381072     | 446.39   | 788.41            | 6   | 49566,49696,49826,49569,49699,49829       | 76.62    |
| 32  | 40         | 10000000 | 1250000   | 238096   | 1       | 512   | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 65536      | 79.36    | 139.4             | 6   | 49551,49681,49811,49554,49684,49814       | 75.66    |
| 32  | 40         | 10000000 | 1250000   | 238096   | 1       | 512   | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 131072     | 158.28   | 274.33            | 6   | 49556,49686,49816,49559,49689,49819       | 73.32    |
| 65  | 60         | 10000000 | 2500000   | 156250   | 64      | 32    | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 512        | 0.82     | 1.42              | 6   | 98926,99061,99196,98929,99064,99199       | 73.17    |
| 32  | 40         | 10000000 | 1250000   | 238096   | 1       | 512   | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 32768      | 42.25    | 72.37             | 6   | 49546,49676,49806,49549,49679,49809       | 71.29    |
| 29  | 40         | 10000000 | 1250000   | 238096   | 1       | 512   | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 256072     | 298.43   | 506.17            | 6   | 44491,44621,44751,44494,44624,44754       | 69.61    |
| 60  | 80         | 10000000 | 2500000   | 117648   | 4       | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 2048       | 1.87     | 3.11              | 6   | 91961,92096,92231,91964,92099,92234       | 66.31    |
| 57  | 80         | 10000000 | 2500000   | 117648   | 4       | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 2048       | 1.77     | 2.93              | 6   | 86696,86831,86966,86699,86834,86969       | 65.54    |
| 29  | 40         | 10000000 | 1250000   | 238096   | 1       | 512   | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 756072     | 872.51   | 1438.82           | 6   | 44511,44641,44771,44514,44644,44774       | 64.91    |
| 32  | 40         | 10000000 | 1250000   | 238096   | 1       | 512   | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 2048       | 4.15     | 6.83              | 6   | 49526,49656,49786,49529,49659,49789       | 64.58    |
| 29  | 40         | 10000000 | 1250000   | 238096   | 1       | 512   | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 16384      | 22.81    | 37.52             | 6   | 44471,44601,44731,44474,44604,44734       | 64.49    |
| 32  | 40         | 10000000 | 1250000   | 238096   | 1       | 512   | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 1006072    | 1153.98  | 1886.11           | 6   | 49591,49721,49851,49594,49724,49854       | 63.44    |
| 29  | 40         | 10000000 | 1250000   | 238096   | 1       | 512   | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 506072     | 585.35   | 955.53            | 6   | 44501,44631,44761,44504,44634,44764       | 63.24    |
