+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------+-------------------+-----+-------------------------------------------+-----------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched  | patched-old-munro | cnt |                    qid                    |   diff    | pct_diff |
+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------+-------------------+-----+-------------------------------------------+-----------+----------+
| 29  | 40         | 10000000 | 1250000   | 238096   | 1       | 512   | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 1131072    | 1312.04  | 2095.14           | 6   | 44527,44657,44787,44529,44659,44789       | 783.1     | 59.69    |
| 32  | 40         | 10000000 | 1250000   | 238096   | 1       | 512   | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 1131072    | 1330.13  | 2086.78           | 6   | 49597,49727,49857,49599,49729,49859       | 756.65    | 56.89    |
| 29  | 40         | 10000000 | 1250000   | 238096   | 1       | 512   | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 1131072    | 1312.55  | 2049.41           | 6   | 45307,45437,45567,45309,45439,45569       | 736.86    | 56.14    |
| 30  | 40         | 10000000 | 1250000   | 238096   | 1       | 512   | 8    | worker   | 12        | 16  | increase  | desc        | asc        | 1006072    | 2132.51  | 2858.85           | 6   | 46082,46212,46342,46084,46214,46344       | 726.34    | 34.06    |
| 32  | 40         | 10000000 | 1250000   | 238096   | 1       | 512   | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 1006072    | 1162.51  | 1886.11           | 6   | 49592,49722,49852,49594,49724,49854       | 723.6     | 62.24    |
| 32  | 40         | 10000000 | 1250000   | 238096   | 1       | 512   | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1131072    | 1323.34  | 2039.85           | 6   | 50377,50507,50637,50379,50509,50639       | 716.51    | 54.14    |
| 30  | 40         | 10000000 | 1250000   | 238096   | 1       | 512   | 8    | worker   | 12        | 16  | increase  | desc        | asc        | 1131072    | 2412.64  | 3085.59           | 6   | 46087,46217,46347,46089,46219,46349       | 672.95    | 27.89    |
| 31  | 40         | 10000000 | 1250000   | 238096   | 1       | 512   | 8    | io_uring | 12        | 16  | decrease  | asc         | desc       | 1131072    | 2623.22  | 3279.77           | 6   | 48817,48947,49077,48819,48949,49079       | 656.55    | 25.03    |
| 32  | 40         | 10000000 | 1250000   | 238096   | 1       | 512   | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1006072    | 1158.41  | 1811.3            | 6   | 50372,50502,50632,50374,50504,50634       | 652.89    | 56.36    |
| 30  | 40         | 10000000 | 1250000   | 238096   | 1       | 512   | 8    | io_uring | 12        | 16  | increase  | desc        | asc        | 1131072    | 2571.91  | 3220.52           | 6   | 46867,46997,47127,46869,46999,47129       | 648.61    | 25.22    |
| 29  | 40         | 10000000 | 1250000   | 238096   | 1       | 512   | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 1006072    | 1168.79  | 1804.53           | 6   | 45302,45432,45562,45304,45434,45564       | 635.74    | 54.39    |
| 31  | 40         | 10000000 | 1250000   | 238096   | 1       | 512   | 8    | worker   | 12        | 16  | decrease  | asc         | desc       | 1006072    | 2272.57  | 2900.13           | 6   | 48032,48162,48292,48034,48164,48294       | 627.56    | 27.61    |
| 32  | 40         | 10000000 | 1250000   | 238096   | 1       | 512   | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 881072     | 1029.57  | 1638.3            | 6   | 49587,49717,49847,49589,49719,49849       | 608.73    | 59.12    |
