+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------+---------------+-----+-------------------------------------------+-----------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values |  master  | patched-munro | cnt |                    qid                    |   diff    | pct_diff |
+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------+---------------+-----+-------------------------------------------+-----------+----------+
| 30  | 40         | 10000000 | 1250000   | 238096   | 1       | 512   | 8    | worker   | 12        | 16  | increase  | desc        | asc        | 1131072    | 2371.93  | 3166.98       | 6   | 46086,46216,46346,46090,46220,46350       | 795.05    | 33.52    |
| 29  | 40         | 10000000 | 1250000   | 238096   | 1       | 512   | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 1131072    | 1290.8   | 2076.65       | 6   | 44526,44656,44786,44530,44660,44790       | 785.85    | 60.88    |
| 32  | 40         | 10000000 | 1250000   | 238096   | 1       | 512   | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 1131072    | 1302.45  | 2081.41       | 6   | 49596,49726,49856,49600,49730,49860       | 778.96    | 59.81    |
| 29  | 40         | 10000000 | 1250000   | 238096   | 1       | 512   | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 1131072    | 1292.66  | 2058.26       | 6   | 45306,45436,45566,45310,45440,45570       | 765.6     | 59.23    |
| 32  | 40         | 10000000 | 1250000   | 238096   | 1       | 512   | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1131072    | 1290.11  | 2033.6        | 6   | 50376,50506,50636,50380,50510,50640       | 743.49    | 57.63    |
| 29  | 40         | 10000000 | 1250000   | 238096   | 1       | 512   | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 1006072    | 1149.22  | 1869.77       | 6   | 44521,44651,44781,44525,44655,44785       | 720.55    | 62.7     |
| 32  | 40         | 10000000 | 1250000   | 238096   | 1       | 512   | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 1006072    | 1153.98  | 1854.48       | 6   | 49591,49721,49851,49595,49725,49855       | 700.5     | 60.7     |
| 30  | 40         | 10000000 | 1250000   | 238096   | 1       | 512   | 8    | worker   | 12        | 16  | increase  | desc        | asc        | 1006072    | 2108.1   | 2795.35       | 6   | 46081,46211,46341,46085,46215,46345       | 687.25    | 32.6     |
| 30  | 40         | 10000000 | 1250000   | 238096   | 1       | 512   | 8    | io_uring | 12        | 16  | increase  | desc        | asc        | 1131072    | 2555.52  | 3234.44       | 6   | 46866,46996,47126,46870,47000,47130       | 678.92    | 26.57    |
| 31  | 40         | 10000000 | 1250000   | 238096   | 1       | 512   | 8    | io_uring | 12        | 16  | decrease  | asc         | desc       | 1131072    | 2604.89  | 3281.36       | 6   | 48816,48946,49076,48820,48950,49080       | 676.47    | 25.97    |
| 29  | 40         | 10000000 | 1250000   | 238096   | 1       | 512   | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 1006072    | 1156.49  | 1818.64       | 6   | 45301,45431,45561,45305,45435,45565       | 662.15    | 57.26    |
| 32  | 40         | 10000000 | 1250000   | 238096   | 1       | 512   | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1006072    | 1162.29  | 1813.32       | 6   | 50371,50501,50631,50375,50505,50635       | 651.03    | 56.01    |
| 32  | 40         | 10000000 | 1250000   | 238096   | 1       | 512   | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 881072     | 1003.68  | 1636.87       | 6   | 49586,49716,49846,49590,49720,49850       | 633.19    | 63.09    |
| 30  | 40         | 10000000 | 1250000   | 238096   | 1       | 512   | 8    | io_uring | 12        | 16  | increase  | desc        | asc        | 1006072    | 2281.6   | 2899.92       | 6   | 46861,46991,47121,46865,46995,47125       | 618.32    | 27.1     |
