+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-------------------+------------+-----+-------------------------------------------+-------------------+-------------------+-------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic |      branch       | num_values | cnt |                 query_ids                 |     min_time      |     max_time      |     avg_time      | pct_diff |
+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-------------------+------------+-----+-------------------------------------------+-------------------+-------------------+-------------------+----------+
| 9   | 20         | 10000000 | 5000000   | 476191   | 16      | 0     | 2    | io_uring | 12        | 16  | master            | 2524288    | 6   | 13916,14056,14196,14336,14476,14616       | 934.403666666667  | 16748.7446666667  | 8841.57416666667  | 178.86   |
| 9   | 20         | 10000000 | 5000000   | 476191   | 16      | 0     | 2    | io_uring | 12        | 16  | master            | 3024288    | 6   | 13921,14061,14201,14341,14481,14621       | 1121.79133333333  | 20095.768         | 10608.7796666667  | 178.85   |
| 9   | 20         | 10000000 | 5000000   | 476191   | 16      | 0     | 2    | io_uring | 12        | 16  | master            | 2024288    | 6   | 13911,14051,14191,14331,14471,14611       | 747.582           | 13370.6193333333  | 7059.10066666667  | 178.82   |
| 9   | 20         | 10000000 | 5000000   | 476191   | 16      | 0     | 2    | io_uring | 12        | 16  | master            | 3524288    | 6   | 13926,14066,14206,14346,14486,14626       | 1300.787          | 23216.7663333333  | 12258.7766666667  | 178.78   |
| 9   | 20         | 10000000 | 5000000   | 476191   | 16      | 0     | 2    | io_uring | 12        | 16  | patched           | 2024288    | 6   | 13912,14052,14192,14332,14472,14612       | 755.527333333333  | 13385.347         | 7070.43716666667  | 178.63   |
| 9   | 20         | 10000000 | 5000000   | 476191   | 16      | 0     | 2    | io_uring | 12        | 16  | master            | 1524288    | 6   | 13906,14046,14186,14326,14466,14606       | 567.364333333333  | 10007.4356666667  | 5287.4            | 178.54   |
| 9   | 20         | 10000000 | 5000000   | 476191   | 16      | 0     | 2    | io_uring | 12        | 16  | master            | 4024288    | 6   | 13931,14071,14211,14351,14491,14631       | 1484.066          | 26123.4753333333  | 13803.7706666667  | 178.5    |
| 9   | 20         | 10000000 | 5000000   | 476191   | 16      | 0     | 2    | io_uring | 12        | 16  | patched           | 1524288    | 6   | 13907,14047,14187,14327,14467,14607       | 568.893333333333  | 10004.9553333333  | 5286.92433333333  | 178.48   |
| 9   | 20         | 10000000 | 5000000   | 476191   | 16      | 0     | 2    | io_uring | 12        | 16  | patched-old       | 1524288    | 6   | 13908,14048,14188,14328,14468,14608       | 569.897666666667  | 9997.02966666667  | 5283.46366666667  | 178.43   |
| 9   | 20         | 10000000 | 5000000   | 476191   | 16      | 0     | 2    | io_uring | 12        | 16  | patched           | 4024288    | 6   | 13932,14072,14212,14352,14492,14632       | 1493.81866666667  | 26148.7563333333  | 13821.2875        | 178.38   |
| 9   | 20         | 10000000 | 5000000   | 476191   | 16      | 0     | 2    | io_uring | 12        | 16  | master            | 4524288    | 6   | 13936,14076,14216,14356,14496,14636       | 1651.24433333333  | 28892.286         | 15271.7651666667  | 178.38   |
| 9   | 20         | 10000000 | 5000000   | 476191   | 16      | 0     | 2    | io_uring | 12        | 16  | patched-old       | 4524288    | 6   | 13938,14078,14218,14358,14498,14638       | 1663.87166666667  | 28899.4976666667  | 15281.6846666667  | 178.22   |
| 9   | 20         | 10000000 | 5000000   | 476191   | 16      | 0     | 2    | io_uring | 12        | 16  | patched-old       | 1024288    | 6   | 13903,14043,14183,14323,14463,14603       | 385.473           | 6628.163          | 3506.818          | 178.02   |
| 9   | 20         | 10000000 | 5000000   | 476191   | 16      | 0     | 2    | io_uring | 12        | 16  | master            | 1024288    | 6   | 13901,14041,14181,14321,14461,14601       | 387.820333333333  | 6632.366          | 3510.09316666667  | 177.9    |
| 9   | 20         | 10000000 | 5000000   | 476191   | 16      | 0     | 2    | io_uring | 12        | 16  | patched-old       | 3524288    | 6   | 13928,14068,14208,14348,14488,14628       | 1366.93466666667  | 23214.9753333333  | 12290.955         | 177.76   |
| 9   | 20         | 10000000 | 5000000   | 476191   | 16      | 0     | 2    | io_uring | 12        | 16  | patched-old       | 4024288    | 6   | 13933,14073,14213,14353,14493,14633       | 1560.949          | 26131.1156666667  | 13846.0323333333  | 177.45   |
| 9   | 20         | 10000000 | 5000000   | 476191   | 16      | 0     | 2    | worker   | 12        | 16  | master            | 2024288    | 6   | 13071,13211,13351,13491,13631,13771       | 745.294666666667  | 12397.8533333333  | 6571.574          | 177.32   |
| 9   | 20         | 10000000 | 5000000   | 476191   | 16      | 0     | 2    | worker   | 12        | 16  | master            | 3024288    | 6   | 13081,13221,13361,13501,13641,13781       | 1116.365          | 18464.0263333333  | 9790.19566666667  | 177.19   |
| 9   | 20         | 10000000 | 5000000   | 476191   | 16      | 0     | 2    | io_uring | 12        | 16  | patched           | 1024288    | 6   | 13902,14042,14182,14322,14462,14602       | 402.239333333333  | 6644.55233333333  | 3523.39583333333  | 177.17   |
| 9   | 20         | 10000000 | 5000000   | 476191   | 16      | 0     | 2    | worker   | 12        | 16  | patched-old       | 3024288    | 6   | 13083,13223,13363,13503,13643,13783       | 1119.99466666667  | 18462.5303333333  | 9791.2625         | 177.12   |
| 9   | 20         | 10000000 | 5000000   | 476191   | 16      | 0     | 2    | worker   | 12        | 16  | master            | 1524288    | 6   | 13066,13206,13346,13486,13626,13766       | 568.078666666667  | 9343.67933333333  | 4955.879          | 177.07   |
| 9   | 20         | 10000000 | 5000000   | 476191   | 16      | 0     | 2    | io_uring | 12        | 16  | patched-old       | 524288     | 6   | 13898,14038,14178,14318,14458,14598       | 200.635333333333  | 3295.815          | 1748.22516666667  | 177.05   |
| 9   | 20         | 10000000 | 5000000   | 476191   | 16      | 0     | 2    | io_uring | 12        | 16  | patched           | 4524288    | 6   | 13937,14077,14217,14357,14497,14637       | 1760.50566666667  | 28902.1973333333  | 15331.3515        | 177.03   |
| 9   | 20         | 10000000 | 5000000   | 476191   | 16      | 0     | 2    | worker   | 12        | 16  | master            | 1024288    | 6   | 13061,13201,13341,13481,13621,13761       | 384.108333333333  | 6300.35566666667  | 3342.232          | 177.01   |
| 9   | 20         | 10000000 | 5000000   | 476191   | 16      | 0     | 2    | worker   | 12        | 16  | patched-old       | 2024288    | 6   | 13073,13213,13353,13493,13633,13773       | 755.001333333333  | 12378.496         | 6566.74866666667  | 177.01   |
| 9   | 20         | 10000000 | 5000000   | 476191   | 16      | 0     | 2    | worker   | 12        | 16  | master            | 2524288    | 6   | 13076,13216,13356,13496,13636,13776       | 942.581           | 15415.936         | 8179.2585         | 176.95   |
| 9   | 20         | 10000000 | 5000000   | 476191   | 16      | 0     | 2    | io_uring | 12        | 16  | patched           | 2524288    | 6   | 13917,14057,14197,14337,14477,14617       | 935.528333333333  | 15296.6683333333  | 8116.09833333333  | 176.95   |
| 9   | 20         | 10000000 | 5000000   | 476191   | 16      | 0     | 2    | io_uring | 12        | 16  | patched-old       | 2524288    | 6   | 13918,14058,14198,14338,14478,14618       | 936.556333333333  | 15281.6686666667  | 8109.1125         | 176.9    |
| 9   | 20         | 10000000 | 5000000   | 476191   | 16      | 0     | 2    | io_uring | 12        | 16  | master            | 524288     | 6   | 13896,14036,14176,14316,14456,14596       | 202.693666666667  | 3303.84433333333  | 1753.269          | 176.88   |
