+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------+----------+-----+-------------------------------------------+-----------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values |  master  | patched  | cnt |                    qid                    |   diff    | pct_diff |
+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------+----------+-----+-------------------------------------------+-----------+----------+
| 11  | 20         | 10000000 | 5000000   | 476191   | 16      | 0     | 2    | worker   | 12        | 16  | decrease  | asc         | asc        | 4024288    | 17274.76 | 18316.57 | 6   | 16451,16591,16731,16452,16592,16732       | 1041.81   | 6.03     |
| 10  | 20         | 10000000 | 5000000   | 476191   | 16      | 0     | 2    | worker   | 12        | 16  | increase  | desc        | desc       | 4524288    | 25222.0  | 25845.0  | 6   | 15196,15336,15476,15197,15337,15477       | 623.0     | 2.47     |
| 11  | 20         | 10000000 | 5000000   | 476191   | 16      | 0     | 2    | worker   | 12        | 16  | decrease  | asc         | asc        | 4524288    | 19313.36 | 19904.09 | 6   | 16456,16596,16736,16457,16597,16737       | 590.73    | 3.06     |
| 10  | 20         | 10000000 | 5000000   | 476191   | 16      | 0     | 2    | worker   | 12        | 16  | increase  | desc        | desc       | 3024288    | 16825.26 | 17321.83 | 6   | 15181,15321,15461,15182,15322,15462       | 496.57    | 2.95     |
| 11  | 20         | 10000000 | 5000000   | 476191   | 16      | 0     | 2    | worker   | 12        | 16  | decrease  | asc         | asc        | 3524288    | 14422.36 | 14913.46 | 6   | 16446,16586,16726,16447,16587,16727       | 491.1     | 3.41     |
| 29  | 40         | 10000000 | 1250000   | 238096   | 1       | 512   | 8    | worker   | 12        | 16  | increase  | asc         | desc       | 881072     | 9900.32  | 10378.3  | 6   | 44906,45036,45166,44907,45037,45167       | 477.98    | 4.83     |
| 67  | 60         | 10000000 | 2500000   | 156250   | 64      | 32    | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 2012144    | 1831.46  | 2267.74  | 6   | 102651,102786,102921,102652,102787,102922 | 436.28    | 23.82    |
| 11  | 20         | 10000000 | 5000000   | 476191   | 16      | 0     | 2    | worker   | 12        | 16  | decrease  | asc         | asc        | 2524288    | 10342.08 | 10667.42 | 6   | 16436,16576,16716,16437,16577,16717       | 325.34    | 3.15     |
| 66  | 60         | 10000000 | 2500000   | 156250   | 64      | 32    | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 2262144    | 7935.06  | 8222.19  | 6   | 101036,101171,101306,101037,101172,101307 | 287.13    | 3.62     |
| 68  | 60         | 10000000 | 2500000   | 156250   | 64      | 32    | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 2262144    | 7494.77  | 7770.19  | 6   | 103871,104006,104141,103872,104007,104142 | 275.42    | 3.67     |
| 29  | 40         | 10000000 | 1250000   | 238096   | 1       | 512   | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 1006072    | 1149.22  | 1403.24  | 6   | 44521,44651,44781,44522,44652,44782       | 254.02    | 22.1     |
| 68  | 60         | 10000000 | 2500000   | 156250   | 64      | 32    | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 2012144    | 7931.38  | 8183.51  | 6   | 104676,104811,104946,104677,104812,104947 | 252.13    | 3.18     |
| 66  | 60         | 10000000 | 2500000   | 156250   | 64      | 32    | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 2012144    | 7121.68  | 7372.41  | 6   | 101031,101166,101301,101032,101167,101302 | 250.73    | 3.52     |
| 11  | 20         | 10000000 | 5000000   | 476191   | 16      | 0     | 2    | worker   | 12        | 16  | decrease  | asc         | desc       | 3524288    | 2329.15  | 2553.06  | 6   | 16866,17006,17146,16867,17007,17147       | 223.91    | 9.61     |
| 67  | 60         | 10000000 | 2500000   | 156250   | 64      | 32    | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 2012144    | 5856.22  | 6074.4   | 6   | 102246,102381,102516,102247,102382,102517 | 218.18    | 3.73     |
| 68  | 60         | 10000000 | 2500000   | 156250   | 64      | 32    | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 2012144    | 791.45   | 1002.14  | 6   | 104271,104406,104541,104272,104407,104542 | 210.69    | 26.62    |
| 11  | 20         | 10000000 | 5000000   | 476191   | 16      | 0     | 2    | worker   | 12        | 16  | decrease  | asc         | desc       | 3024288    | 2022.2   | 2232.58  | 6   | 16861,17001,17141,16862,17002,17142       | 210.38    | 10.4     |
| 11  | 20         | 10000000 | 5000000   | 476191   | 16      | 0     | 2    | worker   | 12        | 16  | decrease  | asc         | desc       | 4024288    | 2663.1   | 2868.44  | 6   | 16871,17011,17151,16872,17012,17152       | 205.34    | 7.71     |
| 58  | 80         | 10000000 | 2500000   | 117648   | 4       | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 2012144    | 5179.87  | 5377.99  | 6   | 88791,88926,89061,88792,88927,89062       | 198.12    | 3.82     |
| 67  | 60         | 10000000 | 2500000   | 156250   | 64      | 32    | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 1762144    | 5114.61  | 5312.53  | 6   | 102241,102376,102511,102242,102377,102512 | 197.92    | 3.87     |
| 57  | 80         | 10000000 | 2500000   | 117648   | 4       | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 2262144    | 863.03   | 1060.54  | 6   | 86771,86906,87041,86772,86907,87042       | 197.51    | 22.89    |
| 11  | 20         | 10000000 | 5000000   | 476191   | 16      | 0     | 2    | worker   | 12        | 16  | decrease  | asc         | desc       | 2524288    | 1682.6   | 1875.6   | 6   | 16856,16996,17136,16857,16997,17137       | 193.0     | 11.47    |
| 59  | 80         | 10000000 | 2500000   | 117648   | 4       | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 2012144    | 4519.67  | 4708.07  | 6   | 90006,90141,90276,90007,90142,90277       | 188.4     | 4.17     |
| 44  | 100        | 10000000 | 2500000   | 93458    | 256     | 2     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 2262144    | 5019.44  | 5200.43  | 6   | 67151,67286,67421,67152,67287,67422       | 180.99    | 3.61     |
| 66  | 60         | 10000000 | 2500000   | 156250   | 64      | 32    | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 1512144    | 5375.02  | 5554.42  | 6   | 101021,101156,101291,101022,101157,101292 | 179.4     | 3.34     |
| 66  | 60         | 10000000 | 2500000   | 156250   | 64      | 32    | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 1512144    | 1326.03  | 1502.93  | 6   | 100616,100751,100886,100617,100752,100887 | 176.9     | 13.34    |
| 66  | 60         | 10000000 | 2500000   | 156250   | 64      | 32    | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 1762144    | 1555.67  | 1730.16  | 6   | 100621,100756,100891,100622,100757,100892 | 174.49    | 11.22    |
| 32  | 40         | 10000000 | 1250000   | 238096   | 1       | 512   | 8    | io_uring | 12        | 16  | decrease  | desc        | asc        | 631072     | 6668.89  | 6839.96  | 6   | 49966,50096,50226,49967,50097,50227       | 171.07    | 2.57     |
| 67  | 60         | 10000000 | 2500000   | 156250   | 64      | 32    | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 1512144    | 1377.58  | 1548.61  | 6   | 102641,102776,102911,102642,102777,102912 | 171.03    | 12.42    |
| 67  | 60         | 10000000 | 2500000   | 156250   | 64      | 32    | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 1262144    | 3673.86  | 3844.38  | 6   | 102231,102366,102501,102232,102367,102502 | 170.52    | 4.64     |
