+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+---------------+----------+-----+-------------------------------------------+----------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-munro |  master  | cnt |                    qid                    |   diff   | pct_diff |
+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+---------------+----------+-----+-------------------------------------------+----------+----------+
| 13  | 20         | 10000000 | 2500000   | 476191   | 16384   | 0     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 2262144    | 4133.85       | 19932.94 | 6   | 21030,21165,21300,21026,21161,21296       | 15799.09 | 382.19   |
| 13  | 20         | 10000000 | 2500000   | 476191   | 16384   | 0     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 2012144    | 3677.18       | 17815.17 | 6   | 21025,21160,21295,21021,21156,21291       | 14137.99 | 384.48   |
| 13  | 20         | 10000000 | 2500000   | 476191   | 16384   | 0     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 2262144    | 3338.8        | 17149.01 | 6   | 20220,20355,20490,20216,20351,20486       | 13810.21 | 413.63   |
| 16  | 20         | 10000000 | 2500000   | 476191   | 16384   | 0     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 2262144    | 3970.3        | 17532.45 | 6   | 25485,25620,25755,25481,25616,25751       | 13562.15 | 341.59   |
| 3   | 20         | 10000000 | 1250000   | 476191   | 262144  | 2     | 8    | io_uring | 12        | 16  | decrease  | asc         | desc       | 1131072    | 4258.39       | 17267.17 | 6   | 4420,4550,4680,4416,4546,4676             | 13008.78 | 305.49   |
| 1   | 20         | 10000000 | 1250000   | 476191   | 262144  | 2     | 8    | io_uring | 12        | 16  | increase  | asc         | desc       | 1131072    | 4550.67       | 17369.82 | 6   | 1300,1430,1560,1296,1426,1556             | 12819.15 | 281.7    |
| 9   | 20         | 10000000 | 5000000   | 476191   | 16      | 0     | 2    | io_uring | 12        | 16  | increase  | asc         | desc       | 4524288    | 16297.07      | 28892.29 | 6   | 14360,14500,14640,14356,14496,14636       | 12595.22 | 77.29    |
| 13  | 20         | 10000000 | 2500000   | 476191   | 16384   | 0     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 1762144    | 3222.21       | 15708.98 | 6   | 21020,21155,21290,21016,21151,21286       | 12486.77 | 387.52   |
| 13  | 20         | 10000000 | 2500000   | 476191   | 16384   | 0     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 2012144    | 3018.32       | 15485.01 | 6   | 20215,20350,20485,20211,20346,20481       | 12466.69 | 413.03   |
| 3   | 20         | 10000000 | 1250000   | 476191   | 262144  | 2     | 8    | io_uring | 12        | 16  | decrease  | asc         | desc       | 1006072    | 3830.73       | 15969.67 | 6   | 4415,4545,4675,4411,4541,4671             | 12138.94 | 316.88   |
| 4   | 20         | 10000000 | 1250000   | 476191   | 262144  | 2     | 8    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1131072    | 4493.31       | 16527.68 | 6   | 5590,5720,5850,5586,5716,5846             | 12034.37 | 267.83   |
| 16  | 20         | 10000000 | 2500000   | 476191   | 16384   | 0     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 2012144    | 3526.88       | 15508.88 | 6   | 25480,25615,25750,25476,25611,25746       | 11982.0  | 339.73   |
| 10  | 20         | 10000000 | 5000000   | 476191   | 16      | 0     | 2    | io_uring | 12        | 16  | increase  | desc        | desc       | 4524288    | 16295.94      | 28201.05 | 6   | 16040,16180,16320,16036,16176,16316       | 11905.11 | 73.06    |
| 2   | 20         | 10000000 | 1250000   | 476191   | 262144  | 2     | 8    | io_uring | 12        | 16  | increase  | desc        | asc        | 1131072    | 4157.0        | 16029.89 | 6   | 2470,2600,2730,2466,2596,2726             | 11872.89 | 285.61   |
| 14  | 20         | 10000000 | 2500000   | 476191   | 16384   | 0     | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 2262144    | 2764.97       | 14494.14 | 6   | 22650,22785,22920,22646,22781,22916       | 11729.17 | 424.21   |
| 17  | 20         | 10000000 | 312500    | 476191   | -1      | 8     | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 157768     | 3375.88       | 14965.38 | 6   | 27340,27460,27580,27336,27456,27576       | 11589.5  | 343.3    |
| 1   | 20         | 10000000 | 1250000   | 476191   | 262144  | 2     | 8    | io_uring | 12        | 16  | increase  | asc         | desc       | 1006072    | 4112.63       | 15693.53 | 6   | 1295,1425,1555,1291,1421,1551             | 11580.9  | 281.59   |
| 1   | 20         | 10000000 | 1250000   | 476191   | 262144  | 2     | 8    | worker   | 12        | 16  | increase  | asc         | desc       | 1131072    | 3660.15       | 15223.42 | 6   | 520,650,780,516,646,776                   | 11563.27 | 315.92   |
| 3   | 20         | 10000000 | 1250000   | 476191   | 262144  | 2     | 8    | worker   | 12        | 16  | decrease  | asc         | desc       | 1131072    | 3594.03       | 15138.24 | 6   | 3640,3770,3900,3636,3766,3896             | 11544.21 | 321.21   |
| 19  | 20         | 10000000 | 312500    | 476191   | -1      | 8     | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 220268     | 3907.69       | 15436.49 | 6   | 30230,30350,30470,30226,30346,30466       | 11528.8  | 295.03   |
| 17  | 20         | 10000000 | 312500    | 476191   | -1      | 8     | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 282768     | 4626.92       | 16112.33 | 6   | 27360,27480,27600,27356,27476,27596       | 11485.41 | 248.23   |
| 19  | 20         | 10000000 | 312500    | 476191   | -1      | 8     | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 189018     | 3601.43       | 15061.28 | 6   | 30225,30345,30465,30221,30341,30461       | 11459.85 | 318.2    |
| 17  | 20         | 10000000 | 312500    | 476191   | -1      | 8     | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 189018     | 3700.95       | 15158.76 | 6   | 27345,27465,27585,27341,27461,27581       | 11457.81 | 309.59   |
| 17  | 20         | 10000000 | 312500    | 476191   | -1      | 8     | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 220268     | 4021.31       | 15478.12 | 6   | 27350,27470,27590,27346,27466,27586       | 11456.81 | 284.9    |
| 20  | 20         | 10000000 | 312500    | 476191   | -1      | 8     | 32   | io_uring | 12        | 16  | decrease  | desc        | asc        | 282768     | 4476.82       | 15929.02 | 6   | 31320,31440,31560,31316,31436,31556       | 11452.2  | 255.81   |
| 19  | 20         | 10000000 | 312500    | 476191   | -1      | 8     | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 282768     | 4496.58       | 15947.13 | 6   | 30240,30360,30480,30236,30356,30476       | 11450.55 | 254.65   |
| 17  | 20         | 10000000 | 312500    | 476191   | -1      | 8     | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 251518     | 4314.94       | 15754.39 | 6   | 27355,27475,27595,27351,27471,27591       | 11439.45 | 265.11   |
| 19  | 20         | 10000000 | 312500    | 476191   | -1      | 8     | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 251518     | 4207.86       | 15614.02 | 6   | 30235,30355,30475,30231,30351,30471       | 11406.16 | 271.07   |
| 9   | 20         | 10000000 | 5000000   | 476191   | 16      | 0     | 2    | worker   | 12        | 16  | increase  | asc         | desc       | 4524288    | 14637.7       | 26035.2  | 6   | 13520,13660,13800,13516,13656,13796       | 11397.5  | 77.86    |
