+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------+----------+-----+-------------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched  |  master  | cnt |                    qid                    | pct_diff |
+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------+----------+-----+-------------------------------------------+----------+
| 20  | 20         | 10000000 | 312500    | 476191   | -1      | 8     | 32   | io_uring | 12        | 16  | decrease  | desc        | desc       | 4096       | 36.98    | 654.08   | 6   | 31622,31742,31862,31621,31741,31861       | 1668.74  |
| 17  | 20         | 10000000 | 312500    | 476191   | -1      | 8     | 32   | worker   | 12        | 16  | increase  | asc         | asc        | 4096       | 27.86    | 486.37   | 6   | 26222,26342,26462,26221,26341,26461       | 1645.76  |
| 19  | 20         | 10000000 | 312500    | 476191   | -1      | 8     | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 4096       | 36.21    | 619.01   | 6   | 29822,29942,30062,29821,29941,30061       | 1609.5   |
| 19  | 20         | 10000000 | 312500    | 476191   | -1      | 8     | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 8192       | 53.58    | 911.71   | 6   | 29107,29227,29347,29106,29226,29346       | 1601.59  |
| 19  | 20         | 10000000 | 312500    | 476191   | -1      | 8     | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 4096       | 28.69    | 481.57   | 6   | 29102,29222,29342,29101,29221,29341       | 1578.53  |
| 17  | 20         | 10000000 | 312500    | 476191   | -1      | 8     | 32   | worker   | 12        | 16  | increase  | asc         | asc        | 8192       | 54.02    | 905.28   | 6   | 26227,26347,26467,26226,26346,26466       | 1575.82  |
| 19  | 20         | 10000000 | 312500    | 476191   | -1      | 8     | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 8192       | 69.05    | 1156.92  | 6   | 29827,29947,30067,29826,29946,30066       | 1575.48  |
| 17  | 20         | 10000000 | 312500    | 476191   | -1      | 8     | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 2048       | 18.93    | 316.76   | 6   | 26937,27057,27177,26936,27056,27176       | 1573.32  |
| 18  | 20         | 10000000 | 312500    | 476191   | -1      | 8     | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 4096       | 32.05    | 535.48   | 6   | 28022,28142,28262,28021,28141,28261       | 1570.76  |
| 20  | 20         | 10000000 | 312500    | 476191   | -1      | 8     | 32   | io_uring | 12        | 16  | decrease  | desc        | desc       | 2048       | 20.09    | 335.63   | 6   | 31617,31737,31857,31616,31736,31856       | 1570.63  |
| 18  | 20         | 10000000 | 312500    | 476191   | -1      | 8     | 32   | io_uring | 12        | 16  | increase  | desc        | desc       | 4096       | 35.87    | 598.59   | 6   | 28742,28862,28982,28741,28861,28981       | 1568.78  |
| 20  | 20         | 10000000 | 312500    | 476191   | -1      | 8     | 32   | io_uring | 12        | 16  | decrease  | desc        | desc       | 8192       | 73.47    | 1225.76  | 6   | 31627,31747,31867,31626,31746,31866       | 1568.38  |
| 20  | 20         | 10000000 | 312500    | 476191   | -1      | 8     | 32   | worker   | 12        | 16  | decrease  | desc        | desc       | 4096       | 33.01    | 548.03   | 6   | 30902,31022,31142,30901,31021,31141       | 1560.19  |
| 17  | 20         | 10000000 | 312500    | 476191   | -1      | 8     | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 4096       | 36.9     | 611.69   | 6   | 26942,27062,27182,26941,27061,27181       | 1557.7   |
| 20  | 20         | 10000000 | 312500    | 476191   | -1      | 8     | 32   | worker   | 12        | 16  | decrease  | desc        | desc       | 8192       | 62.38    | 1029.52  | 6   | 30907,31027,31147,30906,31026,31146       | 1550.4   |
| 19  | 20         | 10000000 | 312500    | 476191   | -1      | 8     | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 2048       | 15.02    | 247.39   | 6   | 29097,29217,29337,29096,29216,29336       | 1547.07  |
| 18  | 20         | 10000000 | 312500    | 476191   | -1      | 8     | 32   | io_uring | 12        | 16  | increase  | desc        | desc       | 8192       | 68.69    | 1124.54  | 6   | 28747,28867,28987,28746,28866,28986       | 1537.12  |
| 17  | 20         | 10000000 | 312500    | 476191   | -1      | 8     | 32   | worker   | 12        | 16  | increase  | asc         | asc        | 2048       | 15.16    | 248.08   | 6   | 26217,26337,26457,26216,26336,26456       | 1536.41  |
| 20  | 20         | 10000000 | 312500    | 476191   | -1      | 8     | 32   | worker   | 12        | 16  | decrease  | desc        | desc       | 2048       | 17.44    | 283.8    | 6   | 30897,31017,31137,30896,31016,31136       | 1527.29  |
| 18  | 20         | 10000000 | 312500    | 476191   | -1      | 8     | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 2048       | 16.89    | 274.37   | 6   | 28017,28137,28257,28016,28136,28256       | 1524.45  |
| 18  | 20         | 10000000 | 312500    | 476191   | -1      | 8     | 32   | io_uring | 12        | 16  | increase  | desc        | desc       | 2048       | 19.26    | 309.67   | 6   | 28737,28857,28977,28736,28856,28976       | 1507.84  |
| 19  | 20         | 10000000 | 312500    | 476191   | -1      | 8     | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 2048       | 19.76    | 315.19   | 6   | 29817,29937,30057,29816,29936,30056       | 1495.09  |
| 17  | 20         | 10000000 | 312500    | 476191   | -1      | 8     | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 8192       | 72.07    | 1148.26  | 6   | 26947,27067,27187,26946,27066,27186       | 1493.26  |
| 18  | 20         | 10000000 | 312500    | 476191   | -1      | 8     | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 8192       | 62.72    | 996.62   | 6   | 28027,28147,28267,28026,28146,28266       | 1489.0   |
| 17  | 20         | 10000000 | 312500    | 476191   | -1      | 8     | 32   | worker   | 12        | 16  | increase  | asc         | asc        | 16384      | 102.87   | 1606.31  | 6   | 26232,26352,26472,26231,26351,26471       | 1461.5   |
| 19  | 20         | 10000000 | 312500    | 476191   | -1      | 8     | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 16384      | 103.27   | 1599.68  | 6   | 29112,29232,29352,29111,29231,29351       | 1449.03  |
| 20  | 20         | 10000000 | 312500    | 476191   | -1      | 8     | 32   | io_uring | 12        | 16  | decrease  | desc        | desc       | 16384      | 142.12   | 2183.56  | 6   | 31632,31752,31872,31631,31751,31871       | 1436.42  |
| 20  | 20         | 10000000 | 312500    | 476191   | -1      | 8     | 32   | worker   | 12        | 16  | decrease  | desc        | desc       | 16384      | 119.69   | 1821.71  | 6   | 30912,31032,31152,30911,31031,31151       | 1422.02  |
| 18  | 20         | 10000000 | 312500    | 476191   | -1      | 8     | 32   | io_uring | 12        | 16  | increase  | desc        | desc       | 1024       | 10.49    | 159.2    | 6   | 28732,28852,28972,28731,28851,28971       | 1417.64  |
| 17  | 20         | 10000000 | 312500    | 476191   | -1      | 8     | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 1024       | 10.7     | 161.87   | 6   | 26932,27052,27172,26931,27051,27171       | 1412.8   |
| 18  | 20         | 10000000 | 312500    | 476191   | -1      | 8     | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 16384      | 119.0    | 1783.58  | 6   | 28032,28152,28272,28031,28151,28271       | 1398.81  |
| 20  | 20         | 10000000 | 312500    | 476191   | -1      | 8     | 32   | io_uring | 12        | 16  | decrease  | desc        | desc       | 1024       | 11.47    | 171.76   | 6   | 31612,31732,31852,31611,31731,31851       | 1397.47  |
| 19  | 20         | 10000000 | 312500    | 476191   | -1      | 8     | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 16384      | 137.78   | 2059.72  | 6   | 29832,29952,30072,29831,29951,30071       | 1394.93  |
