+-----+------------+----------+-----------+----------+-------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+---------------+-------------+-----+-------------------------------------+----------+----------+
| did | fillfactor |   rows   | ndistinct | relpages | fuzz  | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-munro | patched-old | cnt |                 qid                 |   diff   | pct_diff |
+-----+------------+----------+-----------+----------+-------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+---------------+-------------+-----+-------------------------------------+----------+----------+
| 47  | 20         | 10000000 | 5000000   | 476191   | 1024  | 512   | 2    | worker   | 12        | 16  | decrease  | asc         | asc        | 4524288    | 11525.48      | 40891.09    | 4   | 75260,75400,75258,75398             | 29365.61 | 254.79   |
| 20  | 20         | 10000000 | 5000000   | 476191   | 4     | 512   | 2    | io_uring | 12        | 16  | decrease  | desc        | asc        | 4524288    | 18626.18      | 42808.56    | 6   | 31460,31600,31740,31458,31598,31738 | 24182.38 | 129.83   |
| 17  | 20         | 10000000 | 5000000   | 476191   | 4     | 512   | 2    | io_uring | 12        | 16  | increase  | asc         | desc       | 4524288    | 18634.5       | 42498.61    | 6   | 26840,26980,27120,26838,26978,27118 | 23864.11 | 128.06   |
| 17  | 20         | 10000000 | 5000000   | 476191   | 4     | 512   | 2    | worker   | 12        | 16  | increase  | asc         | desc       | 4524288    | 19179.32      | 42741.42    | 6   | 26000,26140,26280,25998,26138,26278 | 23562.1  | 122.85   |
| 20  | 20         | 10000000 | 5000000   | 476191   | 4     | 512   | 2    | worker   | 12        | 16  | decrease  | desc        | asc        | 4524288    | 19137.43      | 42679.6     | 6   | 30620,30760,30900,30618,30758,30898 | 23542.17 | 123.02   |
| 45  | 20         | 10000000 | 5000000   | 476191   | 1024  | 512   | 2    | io_uring | 12        | 16  | increase  | asc         | desc       | 3524288    | 10877.88      | 34264.97    | 6   | 73150,73290,73430,73148,73288,73428 | 23387.09 | 215.0    |
| 18  | 20         | 10000000 | 5000000   | 476191   | 4     | 512   | 2    | io_uring | 12        | 16  | increase  | desc        | desc       | 4524288    | 17458.69      | 40542.4     | 6   | 28520,28660,28800,28518,28658,28798 | 23083.71 | 132.22   |
| 19  | 20         | 10000000 | 5000000   | 476191   | 4     | 512   | 2    | io_uring | 12        | 16  | decrease  | asc         | asc        | 4524288    | 17414.54      | 40349.19    | 6   | 29780,29920,30060,29778,29918,30058 | 22934.65 | 131.7    |
| 18  | 20         | 10000000 | 5000000   | 476191   | 4     | 512   | 2    | worker   | 12        | 16  | increase  | desc        | desc       | 4524288    | 18247.55      | 40420.04    | 6   | 27680,27820,27960,27678,27818,27958 | 22172.49 | 121.51   |
| 19  | 20         | 10000000 | 5000000   | 476191   | 4     | 512   | 2    | worker   | 12        | 16  | decrease  | asc         | asc        | 4524288    | 18237.67      | 40388.28    | 6   | 28940,29080,29220,28938,29078,29218 | 22150.61 | 121.46   |
| 17  | 20         | 10000000 | 5000000   | 476191   | 4     | 512   | 2    | io_uring | 12        | 16  | increase  | asc         | desc       | 4024288    | 16543.43      | 38052.41    | 6   | 26835,26975,27115,26833,26973,27113 | 21508.98 | 130.02   |
