+-----+------------+----------+-----------+----------+------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------------------+----------------------------+-----+-------------------------------------+---------+----------+
| did | fillfactor |   rows   | ndistinct | relpages | fuzz | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-geoghegan-2-3ded1b78 | patched-geoghegan-43ff7415 | cnt |                 qid                 |  diff   | pct_diff |
+-----+------------+----------+-----------+----------+------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------------------+----------------------------+-----+-------------------------------------+---------+----------+
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 565536     | 6053.63                      | 12687.42                   | 6   | 9096,9271,9446,9098,9273,9448       | 6633.79 | 109.58   |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 503036     | 5508.94                      | 11467.86                   | 6   | 9089,9264,9439,9091,9266,9441       | 5958.92 | 108.17   |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 503036     | 5423.82                      | 11351.13                   | 6   | 15914,16089,16264,15916,16091,16266 | 5927.31 | 109.28   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 565536     | 3289.41                      | 9125.6                     | 6   | 2796,2971,3146,2798,2973,3148       | 5836.19 | 177.42   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 565536     | 3318.32                      | 9115.28                    | 6   | 3846,4021,4196,3848,4023,4198       | 5796.96 | 174.7    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 565536     | 3422.49                      | 9152.62                    | 6   | 5421,5596,5771,5423,5598,5773       | 5730.13 | 167.43   |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 440536     | 4577.68                      | 9989.42                    | 6   | 9082,9257,9432,9084,9259,9434       | 5411.74 | 118.22   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 503036     | 3143.06                      | 8166.23                    | 6   | 2789,2964,3139,2791,2966,3141       | 5023.17 | 159.82   |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 440536     | 4936.69                      | 9915.79                    | 6   | 10132,10307,10482,10134,10309,10484 | 4979.1  | 100.86   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 503036     | 3204.19                      | 8104.66                    | 6   | 3839,4014,4189,3841,4016,4191       | 4900.47 | 152.94   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 503036     | 3371.76                      | 8106.0                     | 6   | 5414,5589,5764,5416,5591,5766       | 4734.24 | 140.41   |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 565536     | 8030.11                      | 12746.96                   | 6   | 14871,15046,15221,14873,15048,15223 | 4716.85 | 58.74    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 565536     | 7999.52                      | 12647.02                   | 6   | 15921,16096,16271,15923,16098,16273 | 4647.5  | 58.1     |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 565536     | 8201.23                      | 12734.54                   | 6   | 10146,10321,10496,10148,10323,10498 | 4533.31 | 55.28    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 503036     | 3650.47                      | 8138.86                    | 6   | 4364,4539,4714,4366,4541,4716       | 4488.39 | 122.95   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 440536     | 2647.67                      | 7116.21                    | 6   | 4357,4532,4707,4359,4534,4709       | 4468.54 | 168.77   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 440536     | 2655.83                      | 7085.07                    | 6   | 5407,5582,5757,5409,5584,5759       | 4429.24 | 166.77   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 440536     | 2810.38                      | 7125.99                    | 6   | 2782,2957,3132,2784,2959,3134       | 4315.61 | 153.56   |
