+-----+------------+----------+-----------+----------+-------+-------+------+----------+-----------+-----+-------------------+------------+-----+-------------------------------------+-------------------+-------------------+-------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages | fuzz  | fuzz2 | step | iomethod | ioworkers | eic |      branch       | num_values | cnt |              query_ids              |     min_time      |     max_time      |     avg_time      | pct_diff |
+-----+------------+----------+-----------+----------+-------+-------+------+----------+-----------+-----+-------------------+------------+-----+-------------------------------------+-------------------+-------------------+-------------------+----------+
| 9   | 20         | 10000000 | 312500    | 476191   | 1     | 0     | 32   | io_uring | 12        | 16  | master            | 220268     | 6   | 14506,14626,14746,14866,14986,15106 | 3816.823          | 31551.968         | 17684.3955        | 156.83   |
| 9   | 20         | 10000000 | 312500    | 476191   | 1     | 0     | 32   | worker   | 12        | 16  | master            | 282768     | 6   | 13796,13916,14036,14156,14276,14396 | 4885.22933333333  | 40221.6653333333  | 22553.4473333333  | 156.68   |
| 12  | 20         | 10000000 | 312500    | 476191   | 1     | 0     | 32   | io_uring | 12        | 16  | master            | 282768     | 6   | 18836,18956,19076,19196,19316,19436 | 4917.39033333333  | 40412.4403333333  | 22664.9153333333  | 156.61   |
| 9   | 20         | 10000000 | 312500    | 476191   | 1     | 0     | 32   | io_uring | 12        | 16  | master            | 95268      | 6   | 14486,14606,14726,14846,14966,15086 | 1643.55333333333  | 13482.6043333333  | 7563.07883333333  | 156.54   |
| 12  | 20         | 10000000 | 312500    | 476191   | 1     | 0     | 32   | io_uring | 12        | 16  | master            | 220268     | 6   | 18826,18946,19066,19186,19306,19426 | 3766.67966666667  | 30879.977         | 17323.3283333333  | 156.51   |
| 9   | 20         | 10000000 | 312500    | 476191   | 1     | 0     | 32   | worker   | 12        | 16  | master            | 251518     | 6   | 13791,13911,14031,14151,14271,14391 | 4334.16           | 35510.9303333333  | 19922.5451666667  | 156.49   |
| 12  | 20         | 10000000 | 312500    | 476191   | 1     | 0     | 32   | io_uring | 12        | 16  | master            | 189018     | 6   | 18821,18941,19061,19181,19301,19421 | 3267.135          | 26763.9983333333  | 15015.5666666667  | 156.48   |
| 12  | 20         | 10000000 | 312500    | 476191   | 1     | 0     | 32   | io_uring | 12        | 16  | master            | 95268      | 6   | 18806,18926,19046,19166,19286,19406 | 1668.993          | 13585.238         | 7627.1155         | 156.24   |
| 12  | 20         | 10000000 | 312500    | 476191   | 1     | 0     | 32   | io_uring | 12        | 16  | master            | 251518     | 6   | 18831,18951,19071,19191,19311,19431 | 4376.10133333333  | 35616.9256666667  | 19996.5135        | 156.23   |
| 9   | 20         | 10000000 | 312500    | 476191   | 1     | 0     | 32   | io_uring | 12        | 16  | master            | 157768     | 6   | 14496,14616,14736,14856,14976,15096 | 2711.88766666667  | 22061.5526666667  | 12386.7201666667  | 156.21   |
| 9   | 20         | 10000000 | 312500    | 476191   | 1     | 0     | 32   | worker   | 12        | 16  | master            | 189018     | 6   | 13781,13901,14021,14141,14261,14381 | 3276.08633333333  | 26641.962         | 14959.0241666667  | 156.2    |
