+-----+------------+----------+-----------+----------+-------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+-------------------+---------------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages | fuzz  | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-old-munro | patched-munro | cnt |                 qid                 | pct_diff |
+-----+------------+----------+-----------+----------+-------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+-------------------+---------------+-----+-------------------------------------+----------+
| 7   | 60         | 10000000 | 5000000   | 156250   | 16384 | 2048  | 2    | io_uring | 12        | 16  | decrease  | asc         | desc       | 128        | 6.45              | 18.96         | 6   | 11619,11759,11899,11620,11760,11900 | 193.95   |
| 44  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 64         | 3.59              | 8.92          | 6   | 70174,70309,70444,70175,70310,70445 | 148.47   |
| 8   | 60         | 10000000 | 5000000   | 156250   | 16384 | 2048  | 2    | io_uring | 12        | 16  | decrease  | desc        | asc        | 512        | 10.98             | 25.78         | 6   | 12889,13029,13169,12890,13030,13170 | 134.79   |
| 46  | 20         | 10000000 | 5000000   | 476191   | 1024  | 512   | 2    | io_uring | 12        | 16  | increase  | desc        | asc        | 1          | 1.05              | 2.4           | 6   | 74284,74424,74564,74285,74425,74565 | 128.57   |
| 41  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 64         | 4.56              | 9.82          | 6   | 65314,65449,65584,65315,65450,65585 | 115.35   |
| 29  | 80         | 10000000 | 10000000  | 117648   | 4     | 2048  | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 1          | 0.87              | 1.74          | 6   | 46189,46334,46479,46190,46335,46480 | 100.0    |
| 30  | 80         | 10000000 | 10000000  | 117648   | 4     | 2048  | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 9048576    | 6359.09           | 12229.35      | 6   | 47199,47344,47489,47200,47345,47490 | 92.31    |
| 40  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 2048       | 16.5              | 30.81         | 6   | 64469,64614,64759,64470,64615,64760 | 86.73    |
| 40  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 256        | 13.24             | 24.49         | 6   | 64019,64164,64309,64020,64165,64310 | 84.97    |
| 26  | 60         | 10000000 | 1250000   | 156250   | 1     | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | desc       | 756072     | 4616.81           | 8450.17       | 6   | 41484,41614,41744,41485,41615,41745 | 83.03    |
| 40  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 512        | 15.11             | 27.53         | 6   | 64024,64169,64314,64025,64170,64315 | 82.2     |
| 5   | 60         | 10000000 | 5000000   | 156250   | 16384 | 2048  | 2    | worker   | 12        | 16  | increase  | asc         | desc       | 512        | 11.86             | 21.6          | 6   | 7429,7569,7709,7430,7570,7710       | 82.12    |
| 1   | 80         | 10000000 | 10000000  | 117648   | 16384 | 128   | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 2          | 1.04              | 1.88          | 6   | 1314,1459,1604,1315,1460,1605       | 80.77    |
| 44  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 2          | 1.0               | 1.79          | 6   | 70149,70284,70419,70150,70285,70420 | 79.0     |
| 43  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 128        | 5.0               | 8.93          | 6   | 69369,69504,69639,69370,69505,69640 | 78.6     |
| 44  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 128        | 5.96              | 10.57         | 6   | 70584,70719,70854,70585,70720,70855 | 77.35    |
| 37  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 256        | 13.7              | 23.97         | 6   | 59669,59814,59959,59670,59815,59960 | 74.96    |
| 18  | 20         | 10000000 | 5000000   | 476191   | 4     | 512   | 2    | worker   | 12        | 16  | increase  | desc        | asc        | 1          | 1.0               | 1.72          | 6   | 27124,27264,27404,27125,27265,27405 | 72.0     |
| 38  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 2048       | 16.22             | 27.61         | 6   | 61424,61569,61714,61425,61570,61715 | 70.22    |
| 42  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 64         | 5.05              | 8.59          | 6   | 67744,67879,68014,67745,67880,68015 | 70.1     |
| 32  | 80         | 10000000 | 10000000  | 117648   | 4     | 2048  | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 16         | 2.09              | 3.49          | 6   | 50559,50704,50849,50560,50705,50850 | 66.99    |
| 42  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 64         | 4.22              | 6.91          | 6   | 66934,67069,67204,66935,67070,67205 | 63.74    |
| 37  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 4096       | 19.09             | 31.07         | 6   | 58384,58529,58674,58385,58530,58675 | 62.76    |
| 7   | 60         | 10000000 | 5000000   | 156250   | 16384 | 2048  | 2    | io_uring | 12        | 16  | decrease  | asc         | asc        | 1024       | 16.21             | 26.24         | 6   | 11214,11354,11494,11215,11355,11495 | 61.88    |
| 42  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 512        | 9.59              | 15.49         | 6   | 67759,67894,68029,67760,67895,68030 | 61.52    |
| 29  | 80         | 10000000 | 10000000  | 117648   | 4     | 2048  | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 2          | 0.96              | 1.55          | 6   | 46194,46339,46484,46195,46340,46485 | 61.46    |
| 23  | 100        | 10000000 | 2500000   | 93458    | 4     | 32    | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 1          | 1.0               | 1.61          | 6   | 36619,36754,36889,36620,36755,36890 | 61.0     |
| 37  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 4          | 1.16              | 1.86          | 6   | 59639,59784,59929,59640,59785,59930 | 60.34    |
| 18  | 20         | 10000000 | 5000000   | 476191   | 4     | 512   | 2    | worker   | 12        | 16  | increase  | desc        | asc        | 2          | 1.21              | 1.94          | 6   | 27129,27269,27409,27130,27270,27410 | 60.33    |
| 30  | 80         | 10000000 | 10000000  | 117648   | 4     | 2048  | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 8          | 1.57              | 2.5           | 6   | 47509,47654,47799,47510,47655,47800 | 59.24    |
| 37  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 2          | 1.05              | 1.67          | 6   | 58764,58909,59054,58765,58910,59055 | 59.05    |
| 39  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 128        | 8.98              | 14.15         | 6   | 62709,62854,62999,62710,62855,63000 | 57.57    |
| 42  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 256        | 9.17              | 14.42         | 6   | 66944,67079,67214,66945,67080,67215 | 57.25    |
| 37  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 512        | 17.95             | 28.22         | 6   | 58369,58514,58659,58370,58515,58660 | 57.21    |
| 8   | 60         | 10000000 | 5000000   | 156250   | 16384 | 2048  | 2    | worker   | 12        | 16  | decrease  | desc        | desc       | 8192       | 28.46             | 44.72         | 6   | 12489,12629,12769,12490,12630,12770 | 57.13    |
| 44  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 128        | 5.21              | 8.14          | 6   | 71394,71529,71664,71395,71530,71665 | 56.24    |
| 17  | 20         | 10000000 | 5000000   | 476191   | 4     | 512   | 2    | worker   | 12        | 16  | increase  | asc         | desc       | 2          | 1.14              | 1.76          | 6   | 25869,26009,26149,25870,26010,26150 | 54.39    |
| 37  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 2048       | 21.0              | 32.41         | 6   | 58814,58959,59104,58815,58960,59105 | 54.33    |
| 46  | 20         | 10000000 | 5000000   | 476191   | 1024  | 512   | 2    | io_uring | 12        | 16  | increase  | desc        | desc       | 2          | 1.26              | 1.94          | 6   | 74709,74849,74989,74710,74850,74990 | 53.97    |
| 42  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 16         | 2.16              | 3.32          | 6   | 68139,68274,68409,68140,68275,68410 | 53.7     |
| 11  | 20         | 10000000 | 312500    | 476191   | 1     | 0     | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 1          | 1.31              | 2.01          | 6   | 16564,16684,16804,16565,16685,16805 | 53.44    |
| 21  | 100        | 10000000 | 2500000   | 93458    | 4     | 32    | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 512144     | 1374.92           | 2100.37       | 6   | 33474,33609,33744,33475,33610,33745 | 52.76    |
| 43  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 256        | 6.57              | 10.01         | 6   | 69779,69914,70049,69780,69915,70050 | 52.36    |
| 1   | 80         | 10000000 | 10000000  | 117648   | 16384 | 128   | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 512        | 10.56             | 15.99         | 6   | 484,629,774,485,630,775             | 51.42    |
| 23  | 100        | 10000000 | 2500000   | 93458    | 4     | 32    | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 65536      | 149.21            | 224.65        | 6   | 36294,36429,36564,36295,36430,36565 | 50.56    |
| 4   | 80         | 10000000 | 10000000  | 117648   | 16384 | 128   | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 256        | 10.47             | 15.7          | 6   | 5264,5409,5554,5265,5410,5555       | 49.95    |
| 37  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 8192       | 27.02             | 40.47         | 6   | 58824,58969,59114,58825,58970,59115 | 49.78    |
| 39  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 1024       | 15.01             | 22.47         | 6   | 62724,62869,63014,62725,62870,63015 | 49.7     |
| 46  | 20         | 10000000 | 5000000   | 476191   | 1024  | 512   | 2    | io_uring | 12        | 16  | increase  | desc        | desc       | 1024       | 7.84              | 11.7          | 6   | 74754,74894,75034,74755,74895,75035 | 49.23    |
| 30  | 80         | 10000000 | 10000000  | 117648   | 4     | 2048  | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 524288     | 484.29            | 717.7         | 6   | 47154,47299,47444,47155,47300,47445 | 48.2     |
| 31  | 80         | 10000000 | 10000000  | 117648   | 4     | 2048  | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 7048576    | 6457.95           | 9524.19       | 6   | 48494,48639,48784,48495,48640,48785 | 47.48    |
| 39  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 2048       | 17.42             | 25.62         | 6   | 62294,62439,62584,62295,62440,62585 | 47.07    |
| 40  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 512        | 14.41             | 21.16         | 6   | 64894,65039,65184,64895,65040,65185 | 46.84    |
| 41  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 4          | 1.52              | 2.23          | 6   | 66104,66239,66374,66105,66240,66375 | 46.71    |
| 2   | 80         | 10000000 | 10000000  | 117648   | 16384 | 128   | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 128        | 6.3               | 9.23          | 6   | 2649,2794,2939,2650,2795,2940       | 46.51    |
| 5   | 60         | 10000000 | 5000000   | 156250   | 16384 | 2048  | 2    | worker   | 12        | 16  | increase  | asc         | desc       | 2048       | 21.01             | 30.73         | 6   | 7439,7579,7719,7440,7580,7720       | 46.26    |
| 43  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 1          | 0.85              | 1.24          | 6   | 68524,68659,68794,68525,68660,68795 | 45.88    |
