+-----+------------+----------+-----------+----------+-------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+-------------+----------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages | fuzz  | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-old |  master  | cnt |                 qid                 | pct_diff |
+-----+------------+----------+-----------+----------+-------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+-------------+----------+-----+-------------------------------------+----------+
| 44  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 1024       | 17.08       | 94.49    | 6   | 70193,70328,70463,70191,70326,70461 | 453.22   |
| 43  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 2048       | 19.55       | 105.75   | 6   | 69388,69523,69658,69386,69521,69656 | 440.92   |
| 44  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1024       | 15.87       | 84.02    | 6   | 71408,71543,71678,71406,71541,71676 | 429.43   |
| 42  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 256        | 6.04        | 31.62    | 6   | 67348,67483,67618,67346,67481,67616 | 423.51   |
| 44  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 2048       | 20.88       | 107.7    | 6   | 71413,71548,71683,71411,71546,71681 | 415.8    |
| 41  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 1024       | 19.89       | 101.46   | 6   | 66548,66683,66818,66546,66681,66816 | 410.11   |
| 43  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 2048       | 21.5        | 109.01   | 6   | 68578,68713,68848,68576,68711,68846 | 407.02   |
| 41  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 4096       | 30.16       | 151.99   | 6   | 65748,65883,66018,65746,65881,66016 | 403.95   |
| 43  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 2048       | 24.73       | 124.4    | 6   | 69793,69928,70063,69791,69926,70061 | 403.03   |
| 43  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 512        | 10.78       | 53.71    | 6   | 68568,68703,68838,68566,68701,68836 | 398.24   |
| 41  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 1024       | 15.52       | 76.71    | 6   | 65333,65468,65603,65331,65466,65601 | 394.27   |
| 44  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 4096       | 26.5        | 130.76   | 6   | 70608,70743,70878,70606,70741,70876 | 393.43   |
| 43  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 512        | 10.82       | 53.22    | 6   | 68973,69108,69243,68971,69106,69241 | 391.87   |
| 41  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 2048       | 27.84       | 136.73   | 6   | 65743,65878,66013,65741,65876,66011 | 391.13   |
| 41  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 2048       | 27.78       | 134.95   | 6   | 66553,66688,66823,66551,66686,66821 | 385.78   |
| 42  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 4096       | 31.17       | 150.83   | 6   | 66963,67098,67233,66961,67096,67231 | 383.89   |
| 42  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 1024       | 18.58       | 87.97    | 6   | 66953,67088,67223,66951,67086,67221 | 373.47   |
| 42  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 2048       | 23.57       | 109.39   | 6   | 66958,67093,67228,66956,67091,67226 | 364.11   |
| 42  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 512        | 12.05       | 55.33    | 6   | 67758,67893,68028,67756,67891,68026 | 359.17   |
| 42  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 1024       | 18.94       | 86.95    | 6   | 67358,67493,67628,67356,67491,67626 | 359.08   |
| 41  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 2048       | 22.31       | 102.3    | 6   | 65338,65473,65608,65336,65471,65606 | 358.54   |
| 44  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 2048       | 26.75       | 122.49   | 6   | 71008,71143,71278,71006,71141,71276 | 357.91   |
| 41  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 2048       | 25.7        | 116.5    | 6   | 66148,66283,66418,66146,66281,66416 | 353.31   |
| 43  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 4096       | 29.16       | 131.25   | 6   | 68583,68718,68853,68581,68716,68851 | 350.1    |
| 44  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 2048       | 24.83       | 111.61   | 6   | 70198,70333,70468,70196,70331,70466 | 349.5    |
| 41  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 4096       | 36.61       | 163.51   | 6   | 66558,66693,66828,66556,66691,66826 | 346.63   |
| 14  | 60         | 10000000 | 625000    | 156250   | 1024  | 2     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 565536     | 2816.11     | 12530.79 | 6   | 21438,21563,21688,21436,21561,21686 | 344.97   |
| 42  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 1024       | 20.06       | 89.2     | 6   | 67763,67898,68033,67761,67896,68031 | 344.67   |
