+-----+------------+----------+-----------+----------+-------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------+----------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages | fuzz  | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched  |  master  | cnt |                 qid                 | pct_diff |
+-----+------------+----------+-----------+----------+-------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------+----------+-----+-------------------------------------+----------+
| 41  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 2048       | 22.29    | 136.73   | 6   | 65742,65877,66012,65741,65876,66011 | 513.41   |
| 44  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 1024       | 17.84    | 94.49    | 6   | 70192,70327,70462,70191,70326,70461 | 429.65   |
| 43  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 512        | 10.46    | 53.71    | 6   | 68567,68702,68837,68566,68701,68836 | 413.48   |
| 43  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 1024       | 18.37    | 94.02    | 6   | 68977,69112,69247,68976,69111,69246 | 411.81   |
| 42  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 4096       | 30.66    | 150.83   | 6   | 66962,67097,67232,66961,67096,67231 | 391.94   |
| 43  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 2048       | 22.54    | 109.01   | 6   | 68577,68712,68847,68576,68711,68846 | 383.63   |
| 37  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 2048       | 14.65    | 70.51    | 6   | 59247,59392,59537,59246,59391,59536 | 381.3    |
| 44  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 1024       | 17.62    | 84.7     | 6   | 70597,70732,70867,70596,70731,70866 | 380.7    |
| 44  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 2048       | 22.53    | 107.7    | 6   | 71412,71547,71682,71411,71546,71681 | 378.03   |
| 41  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 4096       | 32.21    | 151.99   | 6   | 65747,65882,66017,65746,65881,66016 | 371.87   |
| 44  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 2048       | 23.68    | 111.61   | 6   | 70197,70332,70467,70196,70331,70466 | 371.33   |
| 43  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 2048       | 21.2     | 99.32    | 6   | 68982,69117,69252,68981,69116,69251 | 368.49   |
| 41  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1024       | 21.78    | 101.81   | 6   | 65737,65872,66007,65736,65871,66006 | 367.45   |
| 42  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 8192       | 34.26    | 160.09   | 6   | 67372,67507,67642,67371,67506,67641 | 367.28   |
| 42  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 1024       | 18.62    | 86.95    | 6   | 67357,67492,67627,67356,67491,67626 | 366.97   |
| 42  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 1024       | 19.16    | 89.2     | 6   | 67762,67897,68032,67761,67896,68031 | 365.55   |
| 42  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 2048       | 23.9     | 110.75   | 6   | 68172,68307,68442,68171,68306,68441 | 363.39   |
| 44  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 4096       | 32.57    | 148.67   | 6   | 71012,71147,71282,71011,71146,71281 | 356.46   |
| 42  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 4096       | 26.8     | 122.3    | 6   | 68177,68312,68447,68176,68311,68446 | 356.34   |
| 44  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1024       | 18.43    | 84.02    | 6   | 71407,71542,71677,71406,71541,71676 | 355.89   |
| 42  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 2048       | 24.16    | 109.39   | 6   | 66957,67092,67227,66956,67091,67226 | 352.77   |
| 42  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 2048       | 23.56    | 106.58   | 6   | 67362,67497,67632,67361,67496,67631 | 352.38   |
| 44  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 4096       | 28.96    | 130.76   | 6   | 70607,70742,70877,70606,70741,70876 | 351.52   |
| 41  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 2048       | 30.14    | 134.95   | 6   | 66552,66687,66822,66551,66686,66821 | 347.74   |
| 44  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 4096       | 31.38    | 139.88   | 6   | 70202,70337,70472,70201,70336,70471 | 345.76   |
| 42  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 512        | 12.73    | 56.69    | 6   | 66947,67082,67217,66946,67081,67216 | 345.33   |
| 42  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 1024       | 19.76    | 87.97    | 6   | 66952,67087,67222,66951,67086,67221 | 345.19   |
| 41  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 512        | 11.66    | 51.63    | 6   | 65327,65462,65597,65326,65461,65596 | 342.8    |
| 44  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 8192       | 41.88    | 184.73   | 6   | 70207,70342,70477,70206,70341,70476 | 341.09   |
| 43  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 2048       | 28.24    | 124.4    | 6   | 69792,69927,70062,69791,69926,70061 | 340.51   |
| 41  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 4096       | 37.15    | 163.51   | 6   | 66557,66692,66827,66556,66691,66826 | 340.13   |
| 43  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 2048       | 24.03    | 105.75   | 6   | 69387,69522,69657,69386,69521,69656 | 340.07   |
| 43  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 1024       | 16.81    | 72.51    | 6   | 68572,68707,68842,68571,68706,68841 | 331.35   |
| 41  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 2048       | 23.74    | 102.3    | 6   | 65337,65472,65607,65336,65471,65606 | 330.92   |
| 41  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 512        | 12.2     | 52.47    | 6   | 66137,66272,66407,66136,66271,66406 | 330.08   |
| 43  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 4096       | 33.66    | 144.75   | 6   | 68987,69122,69257,68986,69121,69256 | 330.04   |
| 42  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 2048       | 27.4     | 117.64   | 6   | 67767,67902,68037,67766,67901,68036 | 329.34   |
| 43  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 4096       | 30.8     | 131.25   | 6   | 68582,68717,68852,68581,68716,68851 | 326.14   |
| 14  | 60         | 10000000 | 625000    | 156250   | 1024  | 2     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 378036     | 1971.36  | 8399.86  | 6   | 21422,21547,21672,21421,21546,21671 | 326.09   |
| 14  | 60         | 10000000 | 625000    | 156250   | 1024  | 2     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 565536     | 2947.99  | 12530.79 | 6   | 21437,21562,21687,21436,21561,21686 | 325.06   |
| 44  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 2048       | 22.85    | 97.06    | 6   | 70602,70737,70872,70601,70736,70871 | 324.77   |
| 15  | 60         | 10000000 | 625000    | 156250   | 1024  | 2     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 315536     | 1651.1   | 7006.49  | 6   | 22542,22667,22792,22541,22666,22791 | 324.35   |
| 15  | 60         | 10000000 | 625000    | 156250   | 1024  | 2     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 503036     | 2621.22  | 11122.12 | 6   | 22557,22682,22807,22556,22681,22806 | 324.31   |
| 43  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 8192       | 45.1     | 191.34   | 6   | 68992,69127,69262,68991,69126,69261 | 324.26   |
| 15  | 60         | 10000000 | 625000    | 156250   | 1024  | 2     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 440536     | 2293.64  | 9730.59  | 6   | 22552,22677,22802,22551,22676,22801 | 324.24   |
| 15  | 60         | 10000000 | 625000    | 156250   | 1024  | 2     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 128036     | 672.54   | 2850.61  | 6   | 22527,22652,22777,22526,22651,22776 | 323.86   |
| 14  | 60         | 10000000 | 625000    | 156250   | 1024  | 2     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 190536     | 1004.44  | 4252.47  | 6   | 21407,21532,21657,21406,21531,21656 | 323.37   |
| 14  | 60         | 10000000 | 625000    | 156250   | 1024  | 2     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 253036     | 1329.76  | 5626.81  | 6   | 21412,21537,21662,21411,21536,21661 | 323.14   |
| 14  | 60         | 10000000 | 625000    | 156250   | 1024  | 2     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 440536     | 2323.24  | 9827.04  | 6   | 21427,21552,21677,21426,21551,21676 | 322.99   |
| 15  | 60         | 10000000 | 625000    | 156250   | 1024  | 2     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 190536     | 1004.1   | 4240.06  | 6   | 22532,22657,22782,22531,22656,22781 | 322.27   |
| 43  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 1024       | 19.5     | 82.29    | 6   | 69787,69922,70057,69786,69921,70056 | 322.0    |
| 14  | 60         | 10000000 | 625000    | 156250   | 1024  | 2     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 315536     | 1655.11  | 6970.23  | 6   | 21417,21542,21667,21416,21541,21666 | 321.13   |
| 15  | 60         | 10000000 | 625000    | 156250   | 1024  | 2     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 253036     | 1322.25  | 5564.66  | 6   | 22537,22662,22787,22536,22661,22786 | 320.85   |
| 15  | 60         | 10000000 | 625000    | 156250   | 1024  | 2     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 565536     | 2973.01  | 12503.99 | 6   | 22562,22687,22812,22561,22686,22811 | 320.58   |
| 44  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 2048       | 29.17    | 122.49   | 6   | 71007,71142,71277,71006,71141,71276 | 319.92   |
| 14  | 60         | 10000000 | 625000    | 156250   | 1024  | 2     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 503036     | 2655.9   | 11148.34 | 6   | 21432,21557,21682,21431,21556,21681 | 319.76   |
| 41  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 1024       | 18.32    | 76.71    | 6   | 65332,65467,65602,65331,65466,65601 | 318.72   |
| 42  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 4096       | 29.88    | 125.11   | 6   | 67367,67502,67637,67366,67501,67636 | 318.71   |
| 43  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 16384      | 53.08    | 221.79   | 6   | 68592,68727,68862,68591,68726,68861 | 317.84   |
| 15  | 60         | 10000000 | 625000    | 156250   | 1024  | 2     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 378036     | 1994.08  | 8329.15  | 6   | 22547,22672,22797,22546,22671,22796 | 317.69   |
| 15  | 60         | 10000000 | 625000    | 156250   | 1024  | 2     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 32768      | 179.4    | 749.21   | 6   | 22517,22642,22767,22516,22641,22766 | 317.62   |
