+-----+------------+----------+-----------+----------+-------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------+----------+-----+-------------------------------------+-----------+----------+
| did | fillfactor |   rows   | ndistinct | relpages | fuzz  | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values |  master  | patched  | cnt |                 qid                 |   diff    | pct_diff |
+-----+------------+----------+-----------+----------+-------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------+----------+-----+-------------------------------------+-----------+----------+
| 5   | 60         | 10000000 | 5000000   | 156250   | 16384 | 2048  | 2    | worker   | 12        | 16  | increase  | asc         | desc       | 4024288    | 15915.5  | 18570.52 | 6   | 7511,7651,7791,7512,7652,7792       | 2655.02   | 16.68    |
| 40  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 9048576    | 4531.47  | 7103.3   | 6   | 64116,64261,64406,64117,64262,64407 | 2571.83   | 56.75    |
| 37  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 9048576    | 4532.54  | 6918.79  | 6   | 58461,58606,58751,58462,58607,58752 | 2386.25   | 52.65    |
| 8   | 60         | 10000000 | 5000000   | 156250   | 16384 | 2048  | 2    | worker   | 12        | 16  | decrease  | desc        | desc       | 4524288    | 4424.09  | 6806.35  | 6   | 12556,12696,12836,12557,12697,12837 | 2382.26   | 53.85    |
| 40  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 8048576    | 4010.37  | 6295.79  | 6   | 64111,64256,64401,64112,64257,64402 | 2285.42   | 56.99    |
| 38  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 9048576    | 6828.1   | 9033.19  | 6   | 60201,60346,60491,60202,60347,60492 | 2205.09   | 32.29    |
| 39  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 9048576    | 6761.11  | 8933.32  | 6   | 62376,62521,62666,62377,62522,62667 | 2172.21   | 32.13    |
| 37  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 8048576    | 4005.96  | 6120.13  | 6   | 58456,58601,58746,58457,58602,58747 | 2114.17   | 52.78    |
| 1   | 80         | 10000000 | 10000000  | 117648   | 16384 | 128   | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 9048576    | 3711.89  | 5772.25  | 6   | 141,286,431,142,287,432             | 2060.36   | 55.51    |
| 5   | 60         | 10000000 | 5000000   | 156250   | 16384 | 2048  | 2    | worker   | 12        | 16  | increase  | asc         | desc       | 4524288    | 17797.34 | 19782.75 | 6   | 7516,7656,7796,7517,7657,7797       | 1985.41   | 11.16    |
| 40  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 7048576    | 3457.97  | 5407.99  | 6   | 64106,64251,64396,64107,64252,64397 | 1950.02   | 56.39    |
| 38  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 9048576    | 15595.78 | 17535.09 | 6   | 60636,60781,60926,60637,60782,60927 | 1939.31   | 12.43    |
| 39  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 8048576    | 14039.75 | 15972.91 | 6   | 61936,62081,62226,61937,62082,62227 | 1933.16   | 13.77    |
| 37  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 7048576    | 3465.22  | 5372.5   | 6   | 58451,58596,58741,58452,58597,58742 | 1907.28   | 55.04    |
| 40  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 9048576    | 17620.43 | 19518.73 | 6   | 63681,63826,63971,63682,63827,63972 | 1898.3    | 10.77    |
| 8   | 60         | 10000000 | 5000000   | 156250   | 16384 | 2048  | 2    | worker   | 12        | 16  | decrease  | desc        | desc       | 3524288    | 3458.7   | 5349.66  | 6   | 12546,12686,12826,12547,12687,12827 | 1890.96   | 54.67    |
| 38  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 8048576    | 6171.2   | 7978.53  | 6   | 60196,60341,60486,60197,60342,60487 | 1807.33   | 29.29    |
| 39  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 8048576    | 6065.41  | 7864.67  | 6   | 62371,62516,62661,62372,62517,62662 | 1799.26   | 29.66    |
| 40  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 8048576    | 15600.57 | 17376.93 | 6   | 63676,63821,63966,63677,63822,63967 | 1776.36   | 11.39    |
| 5   | 60         | 10000000 | 5000000   | 156250   | 16384 | 2048  | 2    | worker   | 12        | 16  | increase  | asc         | asc        | 4524288    | 4567.75  | 6341.42  | 6   | 7096,7236,7376,7097,7237,7377       | 1773.67   | 38.83    |
| 8   | 60         | 10000000 | 5000000   | 156250   | 16384 | 2048  | 2    | worker   | 12        | 16  | decrease  | desc        | asc        | 4524288    | 17740.75 | 19499.47 | 6   | 12136,12276,12416,12137,12277,12417 | 1758.72   | 9.91     |
| 37  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 9048576    | 17727.07 | 19481.8  | 6   | 58896,59041,59186,58897,59042,59187 | 1754.73   | 9.9      |
| 38  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 7048576    | 5302.92  | 7039.86  | 6   | 60191,60336,60481,60192,60337,60482 | 1736.94   | 32.75    |
| 6   | 60         | 10000000 | 5000000   | 156250   | 16384 | 2048  | 2    | worker   | 12        | 16  | increase  | desc        | desc       | 4024288    | 13802.62 | 15525.24 | 6   | 9191,9331,9471,9192,9332,9472       | 1722.62   | 12.48    |
| 39  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 7048576    | 5291.75  | 6976.53  | 6   | 62366,62511,62656,62367,62512,62657 | 1684.78   | 31.84    |
| 40  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 6048576    | 2960.18  | 4642.7   | 6   | 64101,64246,64391,64102,64247,64392 | 1682.52   | 56.84    |
| 37  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 6048576    | 3008.26  | 4664.31  | 6   | 58446,58591,58736,58447,58592,58737 | 1656.05   | 55.05    |
| 37  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 8048576    | 15752.89 | 17404.94 | 6   | 58891,59036,59181,58892,59037,59182 | 1652.05   | 10.49    |
| 7   | 60         | 10000000 | 5000000   | 156250   | 16384 | 2048  | 2    | worker   | 12        | 16  | decrease  | asc         | asc        | 4024288    | 13987.72 | 15621.05 | 6   | 10451,10591,10731,10452,10592,10732 | 1633.33   | 11.68    |
| 8   | 60         | 10000000 | 5000000   | 156250   | 16384 | 2048  | 2    | worker   | 12        | 16  | decrease  | desc        | desc       | 3024288    | 2930.03  | 4536.99  | 6   | 12541,12681,12821,12542,12682,12822 | 1606.96   | 54.84    |
| 5   | 60         | 10000000 | 5000000   | 156250   | 16384 | 2048  | 2    | worker   | 12        | 16  | increase  | asc         | desc       | 3524288    | 13832.12 | 15380.77 | 6   | 7506,7646,7786,7507,7647,7787       | 1548.65   | 11.2     |
| 37  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 7048576    | 13697.97 | 15242.64 | 6   | 58886,59031,59176,58887,59032,59177 | 1544.67   | 11.28    |
| 6   | 60         | 10000000 | 5000000   | 156250   | 16384 | 2048  | 2    | worker   | 12        | 16  | increase  | desc        | asc        | 3524288    | 5520.93  | 7061.89  | 6   | 8766,8906,9046,8767,8907,9047       | 1540.96   | 27.91    |
| 38  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 6048576    | 4586.04  | 6057.7   | 6   | 60186,60331,60476,60187,60332,60477 | 1471.66   | 32.09    |
| 6   | 60         | 10000000 | 5000000   | 156250   | 16384 | 2048  | 2    | worker   | 12        | 16  | increase  | desc        | desc       | 3524288    | 12145.99 | 13599.31 | 6   | 9186,9326,9466,9187,9327,9467       | 1453.32   | 11.97    |
| 40  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 7048576    | 13785.1  | 15232.32 | 6   | 63671,63816,63961,63672,63817,63962 | 1447.22   | 10.5     |
| 38  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 7048576    | 12238.48 | 13670.59 | 6   | 60626,60771,60916,60627,60772,60917 | 1432.11   | 11.7     |
| 39  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 6048576    | 4594.95  | 6022.71  | 6   | 62361,62506,62651,62362,62507,62652 | 1427.76   | 31.07    |
| 8   | 60         | 10000000 | 5000000   | 156250   | 16384 | 2048  | 2    | worker   | 12        | 16  | decrease  | desc        | desc       | 2524288    | 2390.5   | 3809.79  | 6   | 12536,12676,12816,12537,12677,12817 | 1419.29   | 59.37    |
| 40  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 5048576    | 2540.54  | 3944.88  | 6   | 64096,64241,64386,64097,64242,64387 | 1404.34   | 55.28    |
| 37  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 5048576    | 2497.04  | 3884.06  | 6   | 58441,58586,58731,58442,58587,58732 | 1387.02   | 55.55    |
| 6   | 60         | 10000000 | 5000000   | 156250   | 16384 | 2048  | 2    | worker   | 12        | 16  | increase  | desc        | asc        | 3024288    | 4710.99  | 6072.56  | 6   | 8761,8901,9041,8762,8902,9042       | 1361.57   | 28.9     |
| 39  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 7048576    | 12271.62 | 13630.39 | 6   | 61931,62076,62221,61932,62077,62222 | 1358.77   | 11.07    |
| 4   | 80         | 10000000 | 10000000  | 117648   | 16384 | 128   | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 9048576    | 3646.37  | 5003.02  | 6   | 5796,5941,6086,5797,5942,6087       | 1356.65   | 37.21    |
| 38  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 5048576    | 3802.36  | 5098.76  | 6   | 60181,60326,60471,60182,60327,60472 | 1296.4    | 34.09    |
| 39  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 6048576    | 10461.17 | 11750.17 | 6   | 61926,62071,62216,61927,62072,62217 | 1289.0    | 12.32    |
