+-----+------------+----------+-----------+----------+--------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------------------------+------------------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz  | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-geoghegan-2-munro-3ded1b78 | patched-728899ba | cnt |                 qid                 | pct_diff |
+-----+------------+----------+-----------+----------+--------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------------------------+------------------+-----+-------------------------------------+----------+
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 128036     | 925.83                             | 2496.31          | 6   | 13773,13948,14123,13771,13946,14121 | 169.63   |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 65536      | 476.99                             | 1286.09          | 6   | 13766,13941,14116,13764,13939,14114 | 169.63   |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 32768      | 238.73                             | 642.82           | 6   | 13759,13934,14109,13757,13932,14107 | 169.27   |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 190536     | 1384.27                            | 3701.31          | 6   | 13780,13955,14130,13778,13953,14128 | 167.38   |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 16384      | 122.79                             | 323.2            | 6   | 13752,13927,14102,13750,13925,14100 | 163.21   |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 253036     | 1908.03                            | 4967.24          | 6   | 13787,13962,14137,13785,13960,14135 | 160.33   |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 378036     | 2919.09                            | 7470.65          | 6   | 13801,13976,14151,13799,13974,14149 | 155.92   |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 315536     | 2406.09                            | 6147.26          | 6   | 13794,13969,14144,13792,13967,14142 | 155.49   |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 8192       | 63.67                              | 162.54           | 6   | 13745,13920,14095,13743,13918,14093 | 155.29   |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 4096       | 32.51                              | 82.8             | 6   | 13738,13913,14088,13736,13911,14086 | 154.69   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 4096       | 25.84                              | 65.53            | 6   | 4288,4463,4638,4286,4461,4636       | 153.6    |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 2048       | 13.52                              | 34.07            | 6   | 2706,2881,3056,2704,2879,3054       | 152.0    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 16384      | 137.02                             | 343.16           | 6   | 12702,12877,13052,12700,12875,13050 | 150.45   |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 440536     | 3437.37                            | 8591.82          | 6   | 13808,13983,14158,13806,13981,14156 | 149.95   |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 503036     | 3936.55                            | 9831.58          | 6   | 13815,13990,14165,13813,13988,14163 | 149.75   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 32768      | 281.98                             | 703.47           | 6   | 11134,11309,11484,11132,11307,11482 | 149.48   |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 2048       | 17.43                              | 43.37            | 6   | 13731,13906,14081,13729,13904,14079 | 148.82   |
