+-----+------------+----------+-----------+----------+-------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+-------------+---------------+-----+-------------------------------------+-----------+----------+
| did | fillfactor |   rows   | ndistinct | relpages | fuzz  | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-old | patched-munro | cnt |                 qid                 |   diff    | pct_diff |
+-----+------------+----------+-----------+----------+-------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+-------------+---------------+-----+-------------------------------------+-----------+----------+
| 1   | 80         | 10000000 | 10000000  | 117648   | 16384 | 128   | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 9048576    | 3919.97     | 6291.98       | 6   | 1013,1158,1303,1015,1160,1305       | 2372.01   | 60.51    |
| 4   | 80         | 10000000 | 10000000  | 117648   | 16384 | 128   | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 9048576    | 3774.88     | 6131.25       | 6   | 5798,5943,6088,5800,5945,6090       | 2356.37   | 62.42    |
| 4   | 80         | 10000000 | 10000000  | 117648   | 16384 | 128   | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 9048576    | 3979.22     | 6308.34       | 6   | 6668,6813,6958,6670,6815,6960       | 2329.12   | 58.53    |
| 3   | 80         | 10000000 | 10000000  | 117648   | 16384 | 128   | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 9048576    | 6307.28     | 8574.81       | 6   | 4928,5073,5218,4930,5075,5220       | 2267.53   | 35.95    |
| 2   | 80         | 10000000 | 10000000  | 117648   | 16384 | 128   | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 9048576    | 6231.8      | 8481.75       | 6   | 2753,2898,3043,2755,2900,3045       | 2249.95   | 36.1     |
| 4   | 80         | 10000000 | 10000000  | 117648   | 16384 | 128   | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 8048576    | 3343.34     | 5554.12       | 6   | 6663,6808,6953,6665,6810,6955       | 2210.78   | 66.12    |
| 45  | 20         | 10000000 | 5000000   | 476191   | 1024  | 512   | 2    | io_uring | 12        | 16  | increase  | asc         | asc        | 4524288    | 6339.04     | 8541.76       | 6   | 72738,72878,73018,72740,72880,73020 | 2202.72   | 34.75    |
| 39  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 9048576    | 6945.09     | 9088.61       | 6   | 63248,63393,63538,63250,63395,63540 | 2143.52   | 30.86    |
| 20  | 20         | 10000000 | 5000000   | 476191   | 4     | 512   | 2    | io_uring | 12        | 16  | decrease  | desc        | desc       | 4524288    | 6474.11     | 8615.35       | 6   | 31878,32018,32158,31880,32020,32160 | 2141.24   | 33.07    |
