+-----+------------+----------+-----------+----------+-------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+-------------+-------------------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages | fuzz  | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-old | patched-old-munro | cnt |                 qid                 | pct_diff |
+-----+------------+----------+-----------+----------+-------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+-------------+-------------------+-----+-------------------------------------+----------+
| 5   | 60         | 10000000 | 5000000   | 156250   | 16384 | 2048  | 2    | worker   | 12        | 16  | increase  | asc         | desc       | 128        | 8.76        | 20.58             | 6   | 7418,7558,7698,7419,7559,7699       | 134.93   |
| 8   | 60         | 10000000 | 5000000   | 156250   | 16384 | 2048  | 2    | worker   | 12        | 16  | decrease  | desc        | desc       | 128        | 10.01       | 21.36             | 6   | 12458,12598,12738,12459,12599,12739 | 113.39   |
| 40  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 1024       | 14.76       | 31.2              | 6   | 63593,63738,63883,63594,63739,63884 | 111.38   |
| 38  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 512        | 11.34       | 22.44             | 6   | 60543,60688,60833,60544,60689,60834 | 97.88    |
| 1   | 80         | 10000000 | 10000000  | 117648   | 16384 | 128   | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 1024       | 8.26        | 14.52             | 6   | 488,633,778,489,634,779             | 75.79    |
| 7   | 60         | 10000000 | 5000000   | 156250   | 16384 | 2048  | 2    | worker   | 12        | 16  | decrease  | asc         | asc        | 2048       | 15.42       | 27.07             | 6   | 10378,10518,10658,10379,10519,10659 | 75.55    |
| 38  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 256        | 10.2        | 17.85             | 6   | 60103,60248,60393,60104,60249,60394 | 75.0     |
| 40  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 256        | 10.25       | 17.35             | 6   | 63583,63728,63873,63584,63729,63874 | 69.27    |
| 5   | 60         | 10000000 | 5000000   | 156250   | 16384 | 2048  | 2    | io_uring | 12        | 16  | increase  | asc         | asc        | 8192       | 26.7        | 44.68             | 6   | 7868,8008,8148,7869,8009,8149       | 67.34    |
| 7   | 60         | 10000000 | 5000000   | 156250   | 16384 | 2048  | 2    | worker   | 12        | 16  | decrease  | asc         | asc        | 512        | 15.03       | 24.85             | 6   | 10368,10508,10648,10369,10509,10649 | 65.34    |
| 45  | 20         | 10000000 | 5000000   | 476191   | 1024  | 512   | 2    | io_uring | 12        | 16  | increase  | asc         | asc        | 2          | 1.14        | 1.88              | 6   | 72608,72748,72888,72609,72749,72889 | 64.91    |
| 4   | 80         | 10000000 | 10000000  | 117648   | 16384 | 128   | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 7048576    | 2948.76     | 4858.1            | 6   | 6658,6803,6948,6659,6804,6949       | 64.75    |
| 4   | 80         | 10000000 | 10000000  | 117648   | 16384 | 128   | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 7048576    | 2893.99     | 4739.81           | 6   | 5788,5933,6078,5789,5934,6079       | 63.78    |
| 4   | 80         | 10000000 | 10000000  | 117648   | 16384 | 128   | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1048576    | 449.37      | 733.34            | 6   | 6628,6773,6918,6629,6774,6919       | 63.19    |
| 22  | 100        | 10000000 | 2500000   | 93458    | 4     | 32    | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 32         | 1.14        | 1.86              | 6   | 34618,34753,34888,34619,34754,34889 | 63.16    |
| 38  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 256        | 14.89       | 24.2              | 6   | 60973,61118,61263,60974,61119,61264 | 62.53    |
| 4   | 80         | 10000000 | 10000000  | 117648   | 16384 | 128   | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 2048576    | 879.79      | 1422.47           | 6   | 6633,6778,6923,6634,6779,6924       | 61.68    |
| 7   | 60         | 10000000 | 5000000   | 156250   | 16384 | 2048  | 2    | io_uring | 12        | 16  | decrease  | asc         | asc        | 256        | 14.88       | 23.96             | 6   | 11203,11343,11483,11204,11344,11484 | 61.02    |
| 39  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 1          | 0.87        | 1.4               | 6   | 62238,62383,62528,62239,62384,62529 | 60.92    |
| 4   | 80         | 10000000 | 10000000  | 117648   | 16384 | 128   | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 1048576    | 458.85      | 733.7             | 6   | 5758,5903,6048,5759,5904,6049       | 59.9     |
| 1   | 80         | 10000000 | 10000000  | 117648   | 16384 | 128   | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 4048576    | 1743.71     | 2777.76           | 6   | 988,1133,1278,989,1134,1279         | 59.3     |
| 4   | 80         | 10000000 | 10000000  | 117648   | 16384 | 128   | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 6048576    | 2593.1      | 4119.1            | 6   | 6653,6798,6943,6654,6799,6944       | 58.85    |
| 4   | 80         | 10000000 | 10000000  | 117648   | 16384 | 128   | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 5048576    | 2191.47     | 3480.0            | 6   | 6648,6793,6938,6649,6794,6939       | 58.8     |
| 6   | 60         | 10000000 | 5000000   | 156250   | 16384 | 2048  | 2    | io_uring | 12        | 16  | increase  | desc        | asc        | 1024       | 19.5        | 30.96             | 6   | 9533,9673,9813,9534,9674,9814       | 58.77    |
| 1   | 80         | 10000000 | 10000000  | 117648   | 16384 | 128   | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 9048576    | 3919.97     | 6219.81           | 6   | 1013,1158,1303,1014,1159,1304       | 58.67    |
| 10  | 20         | 10000000 | 312500    | 476191   | 1     | 0     | 32   | io_uring | 12        | 16  | increase  | desc        | asc        | 8          | 1.95        | 3.09              | 6   | 15858,15978,16098,15859,15979,16099 | 58.46    |
| 4   | 80         | 10000000 | 10000000  | 117648   | 16384 | 128   | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 9048576    | 3774.88     | 5977.55           | 6   | 5798,5943,6088,5799,5944,6089       | 58.35    |
| 4   | 80         | 10000000 | 10000000  | 117648   | 16384 | 128   | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 4048576    | 1766.87     | 2791.85           | 6   | 6643,6788,6933,6644,6789,6934       | 58.01    |
| 28  | 60         | 10000000 | 1250000   | 156250   | 1     | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 381072     | 1250.13     | 1958.84           | 6   | 44588,44718,44848,44589,44719,44849 | 56.69    |
| 1   | 80         | 10000000 | 10000000  | 117648   | 16384 | 128   | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 5048576    | 2265.24     | 3542.2            | 6   | 993,1138,1283,994,1139,1284         | 56.37    |
| 1   | 80         | 10000000 | 10000000  | 117648   | 16384 | 128   | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 3048576    | 1360.85     | 2120.06           | 6   | 983,1128,1273,984,1129,1274         | 55.79    |
| 40  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 1024       | 21.84       | 33.9              | 6   | 64028,64173,64318,64029,64174,64319 | 55.22    |
| 28  | 60         | 10000000 | 1250000   | 156250   | 1     | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 631072     | 2084.06     | 3218.66           | 6   | 44598,44728,44858,44599,44729,44859 | 54.44    |
| 5   | 60         | 10000000 | 5000000   | 156250   | 16384 | 2048  | 2    | io_uring | 12        | 16  | increase  | asc         | desc       | 256        | 14.5        | 22.36             | 6   | 8263,8403,8543,8264,8404,8544       | 54.21    |
| 28  | 60         | 10000000 | 1250000   | 156250   | 1     | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1006072    | 3304.52     | 5078.61           | 6   | 44613,44743,44873,44614,44744,44874 | 53.69    |
| 28  | 60         | 10000000 | 1250000   | 156250   | 1     | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 131072     | 440.12      | 675.31            | 6   | 44578,44708,44838,44579,44709,44839 | 53.44    |
| 14  | 60         | 10000000 | 625000    | 156250   | 1024  | 2     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 32         | 2.68        | 4.11              | 6   | 22093,22218,22343,22094,22219,22344 | 53.36    |
| 1   | 80         | 10000000 | 10000000  | 117648   | 16384 | 128   | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 2048576    | 937.92      | 1435.87           | 6   | 978,1123,1268,979,1124,1269         | 53.09    |
| 6   | 60         | 10000000 | 5000000   | 156250   | 16384 | 2048  | 2    | worker   | 12        | 16  | increase  | desc        | desc       | 1          | 1.15        | 1.76              | 6   | 9063,9203,9343,9064,9204,9344       | 53.04    |
| 25  | 60         | 10000000 | 1250000   | 156250   | 1     | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 881072     | 2946.63     | 4495.23           | 6   | 39538,39668,39798,39539,39669,39799 | 52.55    |
| 5   | 60         | 10000000 | 5000000   | 156250   | 16384 | 2048  | 2    | worker   | 12        | 16  | increase  | asc         | asc        | 2524288    | 2511.89     | 3827.99           | 6   | 7078,7218,7358,7079,7219,7359       | 52.39    |
| 25  | 60         | 10000000 | 1250000   | 156250   | 1     | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 131072     | 440.99      | 670.84            | 6   | 39508,39638,39768,39509,39639,39769 | 52.12    |
| 4   | 80         | 10000000 | 10000000  | 117648   | 16384 | 128   | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 3048576    | 1385.5      | 2103.93           | 6   | 6638,6783,6928,6639,6784,6929       | 51.85    |
| 42  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 8          | 1.81        | 2.74              | 6   | 68133,68268,68403,68134,68269,68404 | 51.38    |
| 4   | 80         | 10000000 | 10000000  | 117648   | 16384 | 128   | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 262144     | 129.59      | 196.06            | 6   | 6618,6763,6908,6619,6764,6909       | 51.29    |
| 1   | 80         | 10000000 | 10000000  | 117648   | 16384 | 128   | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 7048576    | 3174.88     | 4801.62           | 6   | 1003,1148,1293,1004,1149,1294       | 51.24    |
| 28  | 60         | 10000000 | 1250000   | 156250   | 1     | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1131072    | 3748.91     | 5643.65           | 6   | 44618,44748,44878,44619,44749,44879 | 50.54    |
| 25  | 60         | 10000000 | 1250000   | 156250   | 1     | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 1131072    | 3812.68     | 5731.75           | 6   | 39548,39678,39808,39549,39679,39809 | 50.33    |
| 25  | 60         | 10000000 | 1250000   | 156250   | 1     | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 256072     | 863.16      | 1296.46           | 6   | 39513,39643,39773,39514,39644,39774 | 50.2     |
| 4   | 80         | 10000000 | 10000000  | 117648   | 16384 | 128   | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 524288     | 254.6       | 382.13            | 6   | 6623,6768,6913,6624,6769,6914       | 50.09    |
| 8   | 60         | 10000000 | 5000000   | 156250   | 16384 | 2048  | 2    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1524288    | 1557.33     | 2329.52           | 6   | 13368,13508,13648,13369,13509,13649 | 49.58    |
| 25  | 60         | 10000000 | 1250000   | 156250   | 1     | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 65536      | 227.6       | 340.12            | 6   | 39503,39633,39763,39504,39634,39764 | 49.44    |
| 8   | 60         | 10000000 | 5000000   | 156250   | 16384 | 2048  | 2    | io_uring | 12        | 16  | decrease  | desc        | desc       | 2024288    | 2068.38     | 3087.9            | 6   | 13373,13513,13653,13374,13514,13654 | 49.29    |
| 5   | 60         | 10000000 | 5000000   | 156250   | 16384 | 2048  | 2    | io_uring | 12        | 16  | increase  | asc         | asc        | 2524288    | 2594.39     | 3865.38           | 6   | 7918,8058,8198,7919,8059,8199       | 48.99    |
| 1   | 80         | 10000000 | 10000000  | 117648   | 16384 | 128   | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 1048576    | 487.37      | 725.8             | 6   | 973,1118,1263,974,1119,1264         | 48.92    |
| 1   | 80         | 10000000 | 10000000  | 117648   | 16384 | 128   | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 8048576    | 3675.2      | 5460.43           | 6   | 1008,1153,1298,1009,1154,1299       | 48.58    |
| 28  | 60         | 10000000 | 1250000   | 156250   | 1     | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 881072     | 2958.03     | 4394.61           | 6   | 44608,44738,44868,44609,44739,44869 | 48.57    |
| 5   | 60         | 10000000 | 5000000   | 156250   | 16384 | 2048  | 2    | io_uring | 12        | 16  | increase  | asc         | asc        | 3524288    | 3619.89     | 5342.83           | 6   | 7928,8068,8208,7929,8069,8209       | 47.6     |
| 25  | 60         | 10000000 | 1250000   | 156250   | 1     | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 32768      | 116.48      | 171.85            | 6   | 39498,39628,39758,39499,39629,39759 | 47.54    |
| 5   | 60         | 10000000 | 5000000   | 156250   | 16384 | 2048  | 2    | worker   | 12        | 16  | increase  | asc         | asc        | 2024288    | 2049.12     | 3022.36           | 6   | 7073,7213,7353,7074,7214,7354       | 47.5     |
| 3   | 80         | 10000000 | 10000000  | 117648   | 16384 | 128   | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 8          | 1.94        | 2.86              | 6   | 3933,4078,4223,3934,4079,4224       | 47.42    |
| 31  | 80         | 10000000 | 10000000  | 117648   | 4     | 2048  | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 4          | 1.33        | 1.96              | 6   | 49243,49388,49533,49244,49389,49534 | 47.37    |
| 28  | 60         | 10000000 | 1250000   | 156250   | 1     | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 256072     | 868.43      | 1276.89           | 6   | 44583,44713,44843,44584,44714,44844 | 47.03    |
| 5   | 60         | 10000000 | 5000000   | 156250   | 16384 | 2048  | 2    | io_uring | 12        | 16  | increase  | asc         | asc        | 1024288    | 1074.26     | 1579.45           | 6   | 7903,8043,8183,7904,8044,8184       | 47.03    |
| 42  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 128        | 6.41        | 9.42              | 6   | 68153,68288,68423,68154,68289,68424 | 46.96    |
| 25  | 60         | 10000000 | 1250000   | 156250   | 1     | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 631072     | 2158.25     | 3157.2            | 6   | 39528,39658,39788,39529,39659,39789 | 46.29    |
| 5   | 60         | 10000000 | 5000000   | 156250   | 16384 | 2048  | 2    | io_uring | 12        | 16  | increase  | asc         | asc        | 4524288    | 4687.1      | 6826.88           | 6   | 7938,8078,8218,7939,8079,8219       | 45.65    |
| 8   | 60         | 10000000 | 5000000   | 156250   | 16384 | 2048  | 2    | io_uring | 12        | 16  | decrease  | desc        | desc       | 3524288    | 3604.06     | 5240.91           | 6   | 13388,13528,13668,13389,13529,13669 | 45.42    |
| 7   | 60         | 10000000 | 5000000   | 156250   | 16384 | 2048  | 2    | io_uring | 12        | 16  | decrease  | asc         | desc       | 1024       | 19.54       | 28.4              | 6   | 11633,11773,11913,11634,11774,11914 | 45.34    |
| 5   | 60         | 10000000 | 5000000   | 156250   | 16384 | 2048  | 2    | io_uring | 12        | 16  | increase  | asc         | desc       | 512        | 18.0        | 26.16             | 6   | 8268,8408,8548,8269,8409,8549       | 45.33    |
| 28  | 60         | 10000000 | 1250000   | 156250   | 1     | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 65536      | 230.72      | 335.28            | 6   | 44573,44703,44833,44574,44704,44834 | 45.32    |
| 37  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 7048576    | 3747.24     | 5442.2            | 6   | 59323,59468,59613,59324,59469,59614 | 45.23    |
| 3   | 80         | 10000000 | 10000000  | 117648   | 16384 | 128   | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 8192       | 16.63       | 24.13             | 6   | 3983,4128,4273,3984,4129,4274       | 45.1     |
| 16  | 60         | 10000000 | 625000    | 156250   | 1024  | 2     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 1          | 1.02        | 1.48              | 6   | 23943,24068,24193,23944,24069,24194 | 45.1     |
| 37  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 3048576    | 1633.66     | 2369.55           | 6   | 59303,59448,59593,59304,59449,59594 | 45.05    |
| 4   | 80         | 10000000 | 10000000  | 117648   | 16384 | 128   | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 262144     | 130.16      | 188.71            | 6   | 5748,5893,6038,5749,5894,6039       | 44.98    |
| 40  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 6048576    | 3191.89     | 4613.07           | 6   | 64973,65118,65263,64974,65119,65264 | 44.52    |
| 25  | 60         | 10000000 | 1250000   | 156250   | 1     | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 16384      | 62.06       | 89.66             | 6   | 39493,39623,39753,39494,39624,39754 | 44.47    |
| 5   | 60         | 10000000 | 5000000   | 156250   | 16384 | 2048  | 2    | io_uring | 12        | 16  | increase  | asc         | asc        | 1524288    | 1605.68     | 2319.35           | 6   | 7908,8048,8188,7909,8049,8189       | 44.45    |
| 42  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 128        | 7.77        | 11.21             | 6   | 66938,67073,67208,66939,67074,67209 | 44.27    |
| 40  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 9048576    | 4783.52     | 6895.99           | 6   | 64988,65133,65278,64989,65134,65279 | 44.16    |
